rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,Rat 4 2025-11-12 12-25-01,img027291.png,853,479,937,626,766,392,675,328,568,382,521,452,426,478,332,492,,,,,,,583,552,,,,,696,515,588,456,553,519,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img028428.png,459,469,487,564,402,405,369,338,,,,,,,,,,,,,,,,,,,,,283,600,,,,,,,479,671
labeled-data,Rat 4 2025-11-12 12-25-01,img028997.png,612,81,,,527,202,423,323,366,490,320,618,221,616,,,,,,,,,567,607,,,750,192,676,214,503,530,516,607,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img032408.png,952,550,1042,711,864,414,776,327,,,,,585,451,473,466,304,498,,,,,698,589,,,812,665,786,572,691,482,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img032977.png,,,,,,,382,314,318,506,281,630,,,,,665,685,,,,,523,573,,,,,,,473,486,469,591,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img033546.png,,,,,,,477,375,398,529,358,609,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img035820.png,790,369,,,698,334,581,308,490,445,443,506,375,591,,,,,,,,,645,520,,,742,493,726,449,611,438,587,519,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img038663.png,428,421,500,529,401,352,446,308,539,389,581,449,668,459,780,456,900,480,,,,,,,,,342,535,317,468,,,,,,,376,560
labeled-data,Rat 4 2025-11-12 12-25-01,img043780.png,,,,,699,330,578,321,521,461,483,549,412,611,301,634,,,,,,,668,536,,,,,,,625,450,618,544,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img051740.png,729,355,789,401,614,330,489,317,382,418,322,495,186,596,283,675,463,626,,,,,567,519,,,641,499,630,443,513,451,506,517,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img055151.png,971,456,1113,509,893,384,799,320,669,362,624,414,526,432,422,470,,,,,,,718,529,,,809,618,796,509,702,448,,,,,979,621
labeled-data,Rat 4 2025-11-12 12-25-01,img055720.png,,,,,,,790,365,649,439,597,499,499,490,416,478,284,495,,,,,695,665,,,1055,414,,,678,550,684,618,,,996,593
labeled-data,Rat 4 2025-11-12 12-25-01,img056288.png,,,,,,,819,414,627,472,556,544,440,562,,,,,,,,,785,684,,,1086,499,955,498,709,580,719,660,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img057425.png,1025,483,1147,472,881,448,742,328,649,439,587,556,453,596,,,,,,,,,795,613,,,,,,,721,499,729,603,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img057994.png,923,446,1005,606,853,369,742,305,644,405,612,495,473,537,,,,,,,,,770,617,,,896,633,827,544,706,512,723,594,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img058563.png,1008,381,,,897,365,708,334,635,451,612,537,480,556,,,,,,,,,790,641,,,1150,453,999,459,736,542,748,610,,,981,589
labeled-data,Rat 4 2025-11-12 12-25-01,img059700.png,1018,506,1181,492,860,463,739,358,638,466,574,576,446,614,,,,,,,,,762,688,,,,,,,729,564,736,655,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img060837.png,1053,313,1228,394,934,307,797,308,711,424,647,486,514,449,374,512,223,586,,,853,544,832,621,,,1056,527,951,482,776,500,783,584,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img061974.png,925,495,954,697,861,379,746,310,648,401,615,473,496,478,402,473,320,549,,,,,718,614,,,827,638,790,542,692,465,678,569,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img063680.png,1065,323,1214,418,896,320,725,344,674,483,597,620,449,647,288,665,,,,,876,637,871,708,,,,,1033,500,786,579,797,685,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img064248.png,975,456,,,866,395,669,358,611,526,541,658,,,,,,,,,,,829,654,,,,,,,766,559,752,663,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img065385.png,907,375,1019,406,797,354,665,332,556,470,480,560,341,564,260,657,,,,,,,758,638,,,896,540,843,502,701,506,695,613,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img067660.png,411,448,405,589,442,362,516,321,583,416,620,465,736,469,839,469,920,525,540,473,502,549,,,,,325,569,320,468,,,,,541,530,,
labeled-data,Rat 4 2025-11-12 12-25-01,img073345.png,622,358,,,536,330,409,318,317,440,,,,,,,,,,,,,472,547,,,634,525,591,458,432,468,430,536,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img073914.png,551,405,514,530,506,314,406,263,302,378,284,456,230,515,179,586,,,,,,,385,526,,,463,516,440,439,361,417,356,498,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img082442.png,438,355,544,402,358,330,,,,,583,461,644,510,696,591,,,,,,,,,,,308,583,314,458,,,,,,,449,527
labeled-data,Rat 4 2025-11-12 12-25-01,img092108.png,504,369,507,492,553,308,641,286,,,,,783,519,891,519,,,651,448,583,526,,,,,,,,,,,,,628,506,,
labeled-data,Rat 4 2025-11-12 12-25-01,img092677.png,665,310,,,,,,,,,691,488,759,507,860,522,,,625,459,563,523,507,500,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img093245.png,704,485,740,641,642,387,583,320,,,,,,,847,519,,,,,,,502,505,,,625,617,574,512,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img093814.png,,,,,,,679,378,567,507,,,,,,,,,,,,,772,670,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img094951.png,607,358,513,426,715,335,817,352,814,512,733,633,580,636,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img099500.png,1018,340,1170,384,863,344,739,327,,,,,521,512,420,519,,,,,,,726,631,,,1122,469,962,461,668,526,679,604,,,1090,664
labeled-data,Rat 4 2025-11-12 12-25-01,img100068.png,1025,502,,,954,439,824,350,679,426,621,510,509,525,430,522,,,,,,,779,637,,,1004,681,914,593,729,517,726,591,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img100637.png,,,,,,,718,357,638,468,585,623,480,707,,,,,,,,,800,630,,,,,,,797,519,762,626,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img102911.png,,,,,,,844,361,772,475,708,576,548,650,376,685,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img103480.png,169,586,,,273,456,378,360,,,,,574,384,672,411,775,458,,,,,,,412,569,,,,,,,,,,,415,681
labeled-data,Rat 4 2025-11-12 12-25-01,img104048.png,733,503,812,623,580,448,433,385,298,446,,,261,411,,,,,,,,,280,677,,,,,526,640,287,570,,,,,671,655
labeled-data,Rat 4 2025-11-12 12-25-01,img104617.png,994,449,1122,486,816,416,644,382,506,500,391,604,216,556,,,,,,,,,610,704,,,960,697,880,604,595,584,553,690,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img106322.png,,,,,,,705,345,708,498,718,597,667,712,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img106891.png,,,,,,,655,415,777,583,940,698,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img107460.png,,,,,,,637,361,726,507,804,599,1012,663,,,,,593,562,574,641,,,484,517,,,,,,,,,614,636,502,603
labeled-data,Rat 4 2025-11-12 12-25-01,img108028.png,335,405,305,465,,,438,315,533,389,574,451,696,459,800,498,925,536,506,469,459,557,,,402,499,300,579,,,,,,,523,523,349,587
labeled-data,Rat 4 2025-11-12 12-25-01,img109165.png,352,435,318,574,393,357,469,311,546,404,573,472,689,472,804,500,927,540,517,465,480,544,,,425,507,,,,,,,,,530,517,376,584
labeled-data,Rat 4 2025-11-12 12-25-01,img110871.png,746,348,,,654,327,548,317,456,405,376,488,,,,,,,,,,,584,539,,,726,505,694,442,553,466,531,529,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img112008.png,197,527,98,692,273,428,386,358,513,398,574,435,709,438,817,478,937,495,500,472,530,547,,,301,701,,,,,,,,,,,339,603
labeled-data,Rat 4 2025-11-12 12-25-01,img113714.png,1052,540,,,886,500,722,378,622,496,544,593,408,640,,,,,,,,,775,675,,,,,,,709,557,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img114282.png,1002,350,1153,406,851,368,678,358,610,478,550,593,398,630,301,651,,,,,807,626,704,720,,,1190,459,977,470,671,562,658,677,,,1045,591
labeled-data,Rat 4 2025-11-12 12-25-01,img114851.png,1016,432,1171,424,861,411,691,344,627,486,558,609,402,660,,,,,,,833,637,810,685,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img115988.png,,,,,,,792,314,672,488,580,626,452,661,338,660,,,,,,,911,663,,,,,,,816,559,820,660,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img117125.png,,,,,,,755,347,634,495,557,621,430,683,,,,,,,,,846,705,,,1187,462,984,453,752,572,782,684,,,1036,613
labeled-data,Rat 4 2025-11-12 12-25-01,img117694.png,998,422,,,877,392,691,369,601,461,570,542,446,557,334,594,,,,,,,684,677,,,1006,671,935,540,654,569,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img118262.png,969,402,1115,449,827,347,678,338,614,475,571,593,450,591,351,587,,,,,,,803,663,,,1014,596,891,540,718,546,738,644,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img118831.png,362,350,246,367,469,335,595,314,678,408,758,492,880,550,932,643,,,600,468,566,549,,,448,482,391,519,,,,,,,615,540,388,570
labeled-data,Rat 4 2025-11-12 12-25-01,img119968.png,475,125,405,22,526,214,597,307,610,446,640,522,768,526,876,535,,,544,472,450,559,,,443,278,368,283,,,,,,,537,532,365,295
labeled-data,Rat 4 2025-11-12 12-25-01,img120537.png,832,315,,,753,313,621,310,546,399,487,463,381,516,,,,,,,,,709,517,,,820,509,775,432,652,443,641,498,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img123379.png,901,408,893,549,837,360,715,330,641,470,605,552,600,660,746,627,,,,,,,812,580,,,853,550,829,486,746,499,765,572,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img124517.png,,,,,,,800,377,654,439,594,502,473,488,,,,,,,,,701,648,,,1048,479,911,446,691,525,676,607,,,985,705
labeled-data,Rat 4 2025-11-12 12-25-01,img125654.png,991,533,1176,499,874,493,797,382,659,472,600,540,475,566,,,,,,,,,786,648,,,,,,,745,560,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img131908.png,369,200,237,142,465,241,570,308,597,424,630,476,735,458,846,469,942,498,,,480,507,486,544,366,355,317,335,,,560,472,550,520,,,322,365
labeled-data,Rat 4 2025-11-12 12-25-01,img133045.png,419,325,352,422,510,287,615,341,621,453,649,478,750,465,844,466,940,502,,,483,552,466,507,,,,,,,539,498,,,,,365,452
labeled-data,Rat 4 2025-11-12 12-25-01,img135888.png,695,404,,,620,371,459,334,307,469,,,,,,,,,,,,,469,617,,,699,606,648,506,420,523,419,594,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img136457.png,850,369,,,779,340,651,340,603,415,554,535,413,609,277,604,,,,,,,738,549,,,,,,,721,483,689,546,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img139299.png,358,378,270,439,467,328,574,327,634,426,675,470,782,479,857,495,,,563,473,354,516,,,413,482,,,,,,,,,541,517,492,520
labeled-data,Rat 4 2025-11-12 12-25-01,img146122.png,,,,,,,463,332,560,442,625,505,780,507,816,468,,,438,495,412,546,,,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img148396.png,325,557,,,342,431,393,352,500,355,558,401,652,425,735,445,,,,,,,,,459,539,,,,,,,,,,,509,648
labeled-data,Rat 4 2025-11-12 12-25-01,img148965.png,1056,547,1213,496,893,554,768,414,634,503,541,611,355,648,,,,,,,,,806,683,975,466,,,,,752,606,,,,,1102,424
labeled-data,Rat 4 2025-11-12 12-25-01,img149534.png,,,,,,,762,379,640,539,543,641,420,658,314,657,,,,,,,829,690,,,996,661,975,546,796,604,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img150102.png,985,364,,,894,340,740,335,672,478,574,640,433,707,,,,,,,,,954,702,,,1056,510,955,503,823,594,877,692,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img151808.png,1089,314,1233,385,923,283,731,321,647,468,591,552,514,510,463,468,,,,,,,846,667,,,1169,466,1031,462,763,540,779,647,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img152945.png,,,,,,,777,321,669,482,617,567,516,610,,,,,,,843,600,777,648,,,,,,,762,562,,,,,1016,525
labeled-data,Rat 4 2025-11-12 12-25-01,img153514.png,344,374,,,,,477,318,580,441,634,527,785,593,924,623,,,,,450,601,,,371,451,,,,,,,,,504,594,355,526
labeled-data,Rat 4 2025-11-12 12-25-01,img163179.png,335,425,284,509,402,344,513,320,585,406,621,480,743,479,839,475,,,527,470,476,539,,,422,496,,,,,,,,,530,517,331,560
labeled-data,Rat 4 2025-11-12 12-25-01,img170002.png,379,426,465,378,604,320,736,321,803,449,840,510,960,493,887,455,,,716,478,661,562,,,568,495,,,,,,,,,,,527,549
labeled-data,Rat 4 2025-11-12 12-25-01,img173414.png,492,398,422,495,603,328,719,320,790,419,837,513,952,492,866,458,,,,,664,560,,,571,512,,,,,,,,,728,553,502,563
labeled-data,Rat 4 2025-11-12 12-25-01,img175119.png,382,379,250,409,509,327,614,327,679,421,732,489,864,490,782,459,,,621,502,568,570,,,469,517,374,570,,,,,,,631,546,409,591
labeled-data,Rat 4 2025-11-12 12-25-01,img177962.png,504,337,497,473,584,284,667,320,682,408,706,475,812,452,903,470,,,,,540,533,529,489,,,,,,,,,,,590,510,,
labeled-data,Rat 4 2025-11-12 12-25-01,img179099.png,429,389,398,519,504,313,611,303,654,409,689,466,795,476,877,472,,,590,456,529,535,,,480,468,,,,,,,,,577,503,452,546
labeled-data,Rat 4 2025-11-12 12-25-01,img179668.png,361,323,253,327,472,305,584,320,637,406,702,478,824,475,921,498,,,554,456,489,529,,,396,448,,,,,,,,,558,516,349,525
labeled-data,Rat 4 2025-11-12 12-25-01,img184785.png,,,,,851,341,739,290,647,354,603,432,492,461,349,465,290,542,,,,,725,509,,,910,526,861,458,668,439,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img185922.png,328,506,217,646,479,395,631,381,740,375,,,,,,,,,813,449,864,517,,,534,566,413,634,,,,,,,,,540,671
labeled-data,Rat 4 2025-11-12 12-25-01,img186491.png,,,,,,,832,357,758,519,685,634,465,701,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img187059.png,913,206,,,854,241,753,305,745,449,691,569,654,674,,,,,,,,,870,579,,,,,931,301,863,509,,,,,,
labeled-data,Rat 4 2025-11-12 12-25-01,img187628.png,,,,,,,423,394,517,547,620,647,827,633,,,,,,,,,,,,,,,,,,,,,,,,
