rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,RAT 11 FR1 10-02-25,img14253.png,,,,,,,802,383,693,622,,,,,,,,,,,,,890,710,,,,,988,462,886,606,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img14267.png,,,,,,,830,371,704,591,,,,,,,,,,,,,891,712,,,,,,,894,584,837,712,,,,
labeled-data,RAT 11 FR1 10-02-25,img14288.png,930,403,,,892,407,740,360,660,645,,,,,,,,,,,,,883,712,,,982,613,936,566,867,608,828,704,,,,
labeled-data,RAT 11 FR1 10-02-25,img14597.png,840,183,,,836,268,821,373,812,465,796,567,674,689,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img14645.png,936,446,,,880,421,766,334,629,437,572,500,425,590,343,692,,,,,,,733,596,,,916,689,863,568,720,509,690,575,,,,
labeled-data,RAT 11 FR1 10-02-25,img15644.png,882,418,,,804,379,698,343,584,494,530,586,447,528,,,,,,,,,775,599,,,,,838,504,774,493,722,592,,,,
labeled-data,RAT 11 FR1 10-02-25,img15689.png,826,402,,,772,386,671,318,559,475,512,581,447,531,,,,,,,,,774,604,,,866,555,801,505,739,506,721,588,,,,
labeled-data,RAT 11 FR1 10-02-25,img15991.png,877,457,,,810,382,770,337,,,,,594,530,439,534,,,,,,,691,621,,,,,,,663,491,,,,,937,686
labeled-data,RAT 11 FR1 10-02-25,img16088.png,,,,,,,658,320,531,485,483,589,522,710,,,,,,,,,675,623,,,,,767,451,682,507,623,609,,,,
labeled-data,RAT 11 FR1 10-02-25,img16688.png,,,,,,,721,324,602,463,,,543,510,400,516,,,,,,,692,629,,,1004,440,879,382,685,537,685,600,,,985,526
labeled-data,RAT 11 FR1 10-02-25,img16820.png,980,310,,,911,311,775,301,658,457,617,553,501,532,393,527,,,,,,,812,620,,,1131,466,984,446,786,519,787,591,,,,
labeled-data,RAT 11 FR1 10-02-25,img16867.png,,,,,,,775,329,628,514,602,567,485,529,,,,,,,,,786,656,,,,,963,444,767,553,741,621,,,,
labeled-data,RAT 11 FR1 10-02-25,img17419.png,,,,,,,742,352,623,539,547,669,362,653,,,,,,,,,803,688,,,,,916,415,789,585,748,669,,,,
labeled-data,RAT 11 FR1 10-02-25,img17617.png,,,,,,,789,329,618,474,560,593,436,620,287,677,,,,,,,816,671,,,1031,452,948,408,758,533,759,646,,,,
labeled-data,RAT 11 FR1 10-02-25,img17754.png,,,,,,,841,367,692,575,597,714,350,683,192,710,,,,,,,904,715,,,,,1030,421,882,631,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img18101.png,905,365,,,867,373,771,396,705,645,,,,,341,706,,,,,,,917,708,,,1019,503,942,460,883,584,849,713,,,,
labeled-data,RAT 11 FR1 10-02-25,img18146.png,,,,,,,832,345,649,524,585,692,393,704,206,707,,,,,,,841,692,,,,,,,827,579,781,679,,,973,644
labeled-data,RAT 11 FR1 10-02-25,img18346.png,974,315,,,891,332,709,328,551,533,502,632,337,665,132,703,,,,,738,627,721,703,,,1148,475,997,465,726,567,667,658,,,,
labeled-data,RAT 11 FR1 10-02-25,img18933.png,,,,,,,734,313,587,495,525,586,437,551,370,516,,,,,763,580,719,651,,,1015,444,946,350,730,551,686,633,,,940,531
labeled-data,RAT 11 FR1 10-02-25,img19112.png,818,263,953,109,730,271,593,342,524,525,470,598,308,632,,,,,,,702,648,678,702,,,898,543,855,389,655,562,639,676,,,,
labeled-data,RAT 11 FR1 10-02-25,img19335.png,,,,,,,777,355,672,603,598,709,,,,,,,,,,,862,683,,,,,937,403,842,599,803,687,,,991,548
labeled-data,RAT 11 FR1 10-02-25,img19355.png,,,,,,,781,354,674,571,604,709,,,,,,,,,,,864,681,,,,,954,418,852,586,798,692,,,994,540
labeled-data,RAT 11 FR1 10-02-25,img19438.png,863,263,,,804,278,759,364,739,506,710,596,630,698,,,,,,,,,858,571,,,,,,,864,457,823,570,,,,
labeled-data,RAT 11 FR1 10-02-25,img19493.png,928,455,,,878,415,774,310,634,402,570,480,417,509,289,608,,,,,,,762,579,,,878,610,823,504,738,481,708,561,,,,
labeled-data,RAT 11 FR1 10-02-25,img19509.png,962,446,,,888,403,788,347,700,419,636,489,499,495,334,557,,,,,,,766,589,,,936,677,869,562,742,493,717,567,,,956,625
labeled-data,RAT 11 FR1 10-02-25,img19612.png,,,,,,,862,313,678,494,599,607,517,556,420,497,,,,,870,622,849,680,,,,,,,828,577,773,665,,,,
labeled-data,RAT 11 FR1 10-02-25,img19888.png,,,,,,,892,340,761,580,647,676,486,629,364,705,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img19909.png,,,,,,,837,368,767,648,627,695,430,646,,,,,,,,,,,,,,,965,433,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img20411.png,910,457,,,852,419,730,393,640,605,562,687,437,654,271,705,,,,,,,845,698,,,,,,,855,578,784,683,,,,
labeled-data,RAT 11 FR1 10-02-25,img20670.png,1013,292,,,919,316,712,318,612,523,546,656,373,656,204,706,,,,,805,637,777,690,,,1145,463,975,452,756,559,741,669,,,,
labeled-data,RAT 11 FR1 10-02-25,img20831.png,,,,,,,863,350,737,562,,,,,349,685,,,,,,,916,706,,,,,,,911,612,875,707,,,,
labeled-data,RAT 11 FR1 10-02-25,img20874.png,926,439,,,872,419,752,400,700,599,,,,,339,688,,,,,,,912,700,,,1016,556,931,563,880,594,843,701,,,,
labeled-data,RAT 11 FR1 10-02-25,img20949.png,998,299,,,934,332,727,334,663,599,,,,,325,694,,,,,,,921,707,,,1141,461,1004,464,881,590,852,699,,,,
labeled-data,RAT 11 FR1 10-02-25,img20972.png,936,375,,,863,357,745,352,675,658,,,,,330,694,,,,,,,917,708,,,1128,442,1009,469,883,614,859,704,,,,
labeled-data,RAT 11 FR1 10-02-25,img21119.png,817,393,,,747,366,619,325,502,415,485,505,620,583,708,714,,,,,,,,,,,818,534,759,469,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img21208.png,,,,,,,758,301,627,472,595,526,427,503,304,542,,,,,803,569,745,621,,,,,905,425,745,499,720,593,,,955,537
labeled-data,RAT 11 FR1 10-02-25,img21350.png,947,427,,,868,408,754,335,,,583,472,456,480,320,504,,,,,,,730,628,,,777,656,783,533,665,483,693,590,,,954,660
labeled-data,RAT 11 FR1 10-02-25,img21496.png,,,,,,,728,312,597,478,537,578,425,523,304,511,,,,,769,578,735,648,,,1025,438,922,378,715,520,716,608,,,951,531
labeled-data,RAT 11 FR1 10-02-25,img21614.png,,,,,,,799,369,681,531,581,662,394,653,,,,,,,,,835,696,,,,,974,424,837,583,794,682,,,1027,557
labeled-data,RAT 11 FR1 10-02-25,img21968.png,,,,,,,836,355,789,514,743,629,570,708,312,713,,,,,,,905,635,,,,,,,914,542,862,629,,,,
labeled-data,RAT 11 FR1 10-02-25,img22184.png,,,,,,,766,330,592,488,549,559,443,541,327,619,,,,,764,566,724,635,,,1020,450,926,388,695,519,691,622,,,1001,529
labeled-data,RAT 11 FR1 10-02-25,img22697.png,,,,,,,813,391,698,645,,,,,,,,,,,,,945,716,,,,,970,433,908,610,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img22782.png,,,,,,,735,332,735,514,732,612,668,710,,,,,647,476,634,580,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img23460.png,,,,,,,,,,,,,589,521,406,520,,,852,495,881,611,662,614,778,349,625,442,,,674,513,698,594,833,577,696,447
labeled-data,RAT 11 FR1 10-02-25,img23475.png,617,406,580,576,650,362,752,333,,,,,,,451,508,,,833,491,865,605,,,726,541,557,673,,,,,,,834,569,641,665
labeled-data,RAT 11 FR1 10-02-25,img23524.png,964,328,,,876,332,743,319,,,,,604,473,421,507,,,,,,,662,614,,,921,682,908,492,696,493,686,586,,,,
labeled-data,RAT 11 FR1 10-02-25,img23648.png,324,439,,,425,410,573,382,727,509,813,586,935,545,916,477,,,539,573,579,674,,,341,540,,,,,,,,,635,656,366,616
labeled-data,RAT 11 FR1 10-02-25,img23658.png,,,,,,,488,349,591,467,665,545,846,559,969,495,,,438,513,446,589,,,374,481,,,,,,,,,492,593,,
labeled-data,RAT 11 FR1 10-02-25,img24396.png,,,,,,,845,285,648,487,571,580,502,555,409,509,,,,,818,576,774,671,,,,,,,753,561,739,644,,,963,538
labeled-data,RAT 11 FR1 10-02-25,img24528.png,927,353,,,875,367,763,349,639,546,576,693,445,715,280,706,,,,,,,837,693,,,1019,506,928,495,833,582,787,684,,,,
labeled-data,RAT 11 FR1 10-02-25,img24558.png,,,,,,,815,337,690,501,595,643,397,706,,,,,,,,,834,696,,,,,,,867,562,777,674,,,,
labeled-data,RAT 11 FR1 10-02-25,img24597.png,880,123,,,842,229,825,337,799,455,783,552,611,702,324,657,,,,,,,890,593,,,,,,,893,491,855,585,,,,
labeled-data,RAT 11 FR1 10-02-25,img24684.png,,,,,,,847,327,811,432,789,576,703,713,,,,,,,,,887,596,,,,,,,906,515,858,594,,,,
labeled-data,RAT 11 FR1 10-02-25,img25079.png,1028,295,,,912,306,757,314,630,474,570,579,443,576,,,,,,,796,572,789,620,,,1125,462,971,457,767,518,747,605,,,,
labeled-data,RAT 11 FR1 10-02-25,img25426.png,976,400,,,898,367,738,313,642,448,613,506,486,503,397,580,,,,,807,556,749,615,,,1127,449,999,461,720,517,738,586,,,,
labeled-data,RAT 11 FR1 10-02-25,img25436.png,,,,,950,375,773,321,637,485,570,579,450,528,,,,,,,825,600,797,701,,,1131,469,986,460,781,555,760,667,,,,
labeled-data,RAT 11 FR1 10-02-25,img25459.png,,,,,,,809,305,661,491,595,622,467,624,413,560,,,,,,,797,704,,,,,982,336,816,598,761,682,,,980,526
labeled-data,RAT 11 FR1 10-02-25,img25632.png,,,,,,,856,300,806,577,759,712,,,,,,,,,,,950,677,,,,,,,966,566,900,669,,,,
labeled-data,RAT 11 FR1 10-02-25,img25985.png,1023,298,,,905,309,726,314,613,483,575,612,407,650,248,703,,,,,,,796,646,,,1041,472,924,455,773,528,738,632,,,,
labeled-data,RAT 11 FR1 10-02-25,img25997.png,964,339,,,892,331,732,301,615,522,564,624,380,657,249,702,,,,,,,784,645,,,1131,466,995,440,783,540,741,634,,,,
labeled-data,RAT 11 FR1 10-02-25,img26108.png,,,,,,,829,335,668,500,576,651,415,634,261,693,,,,,,,840,689,,,,,981,373,830,597,789,679,,,,
labeled-data,RAT 11 FR1 10-02-25,img26309.png,488,433,,,579,401,689,343,819,471,836,591,661,667,375,702,,,,,,,,,,,,,,,,,870,624,,,,
labeled-data,RAT 11 FR1 10-02-25,img26340.png,,,,,,,486,322,562,477,632,552,668,640,635,712,,,425,497,461,588,,,,,,,,,,,,,495,591,,
labeled-data,RAT 11 FR1 10-02-25,img26401.png,875,267,,,813,275,690,295,597,423,547,530,431,609,335,701,,,,,,,720,564,,,,,,,722,465,680,542,,,,
labeled-data,RAT 11 FR1 10-02-25,img26602.png,906,437,,,844,381,735,391,688,616,,,354,715,,,,,,,,,,,,,,,,,872,577,838,704,,,,
labeled-data,RAT 11 FR1 10-02-25,img26620.png,899,445,,,815,400,692,413,668,576,,,,,,,,,,,,,827,648,,,,,,,802,559,765,657,,,1000,453
labeled-data,RAT 11 FR1 10-02-25,img26924.png,,,,,,,877,391,774,642,,,,,,,,,,,,,958,713,,,,,,,998,597,898,714,,,,
labeled-data,RAT 11 FR1 10-02-25,img26989.png,,,,,,,904,345,846,613,,,,,,,,,,,,,966,714,754,518,,,,,1008,582,915,713,,,711,568
labeled-data,RAT 11 FR1 10-02-25,img27187.png,316,128,,,456,231,592,327,671,467,720,555,926,577,937,670,,,605,526,638,679,488,640,412,269,,,,,,,539,620,683,642,325,313
labeled-data,RAT 11 FR1 10-02-25,img27291.png,676,386,,,592,341,487,348,424,461,,,440,651,,,,,,,,,,,,,,,,,565,455,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img27361.png,,,,,,,708,336,540,410,469,526,413,692,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img27438.png,944,456,,,873,409,741,340,,,,,559,467,376,507,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img27464.png,874,407,,,802,371,690,352,,,,,518,509,325,569,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img27885.png,730,316,,,768,308,822,372,778,529,689,635,513,649,320,634,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img27915.png,775,148,,,782,225,777,327,746,484,686,604,504,645,309,647,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img28129.png,,,,,,,784,329,761,450,732,596,528,697,264,666,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img28227.png,839,235,,,833,251,808,343,821,494,,,810,685,517,674,,,,,726,574,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img28544.png,,,,,,,793,332,810,507,,,818,704,,,526,623,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img28694.png,,,,,,,817,401,722,519,677,618,505,698,,,,,,,,,875,633,,,,,,,885,549,838,650,,,,
labeled-data,RAT 11 FR1 10-02-25,img28699.png,,,,,,,831,404,725,551,668,619,567,670,226,711,349,662,,,,,883,636,,,,,,,886,541,832,649,,,,
labeled-data,RAT 11 FR1 10-02-25,img28883.png,813,404,,,,,,,466,406,365,494,224,563,,,,,,,,,472,581,,,863,594,783,516,476,505,430,550,,,,
labeled-data,RAT 11 FR1 10-02-25,img29024.png,834,346,,,,,825,391,799,507,758,574,551,658,314,706,,,,,,,916,631,,,,,,,902,529,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img29152.png,664,370,,,715,382,820,399,824,491,747,563,545,605,360,677,,,,,,,907,630,672,455,,,,,924,539,,,,,628,522
labeled-data,RAT 11 FR1 10-02-25,img29157.png,597,392,,,682,383,798,395,831,485,784,567,517,647,402,690,,,,,,,901,630,635,475,,,,,895,513,,,,,582,530
labeled-data,RAT 11 FR1 10-02-25,img29199.png,457,359,,,517,378,597,414,661,507,675,582,579,680,,,,,537,520,549,583,,,424,451,,,,,,,,,,,444,529
labeled-data,RAT 11 FR1 10-02-25,img29306.png,748,346,,,694,358,614,380,564,464,498,547,345,605,147,682,,,,,,,709,565,,,804,467,778,414,682,480,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img29355.png,,,,,,,683,363,597,447,544,511,366,565,167,658,,,,,,,,,,,810,463,770,409,708,483,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img29681.png,400,357,,,425,351,489,333,536,496,561,590,450,698,190,696,,,412,466,428,569,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-02-25,img29794.png,816,308,,,751,338,642,369,544,465,473,553,202,554,188,655,,,,,,,676,591,,,849,539,828,430,687,489,610,579,,,794,521
labeled-data,RAT 11 FR1 10-02-25,img30413.png,796,350,,,757,355,634,376,541,476,479,540,343,619,,,,,,,,,656,597,,,879,545,837,450,678,521,604,582,,,798,538
