rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,RAT 4 FR1 10-03-25,img10760.png,1043,289,1210,455,895,300,756,357,694,472,634,594,528,593,424,576,368,562,,,,,863,694,,,1105,495,1006,492,824,558,834,647,,,,
labeled-data,RAT 4 FR1 10-03-25,img11023.png,964,321,,,835,323,702,366,643,465,598,565,496,565,402,566,346,603,,,811,556,776,667,,,1067,424,1012,446,777,555,727,638,,,,
labeled-data,RAT 4 FR1 10-03-25,img11073.png,1028,521,1171,700,920,435,799,382,678,446,618,558,511,568,421,563,346,594,,,,,781,660,,,1031,713,932,670,763,553,736,638,,,,
labeled-data,RAT 4 FR1 10-03-25,img11253.png,925,481,1021,518,866,370,769,315,653,404,603,561,503,573,413,571,322,624,,,,,833,608,,,,,,,793,510,771,592,,,,
labeled-data,RAT 4 FR1 10-03-25,img11347.png,1012,518,1131,681,940,435,840,365,722,408,639,523,535,567,427,569,323,617,,,,,783,637,,,983,668,886,618,777,510,740,599,,,,
labeled-data,RAT 4 FR1 10-03-25,img12235.png,950,457,1046,625,860,393,731,358,642,446,626,531,550,499,469,493,402,510,,,,,698,660,,,968,662,864,612,703,534,688,619,,,,
labeled-data,RAT 4 FR1 10-03-25,img12349.png,976,349,,,847,332,705,365,657,464,637,551,564,510,494,497,406,494,,,863,572,783,660,,,1134,466,1006,481,745,550,758,625,800,567,,
labeled-data,RAT 4 FR1 10-03-25,img12581.png,927,488,1167,473,845,445,766,390,654,520,630,562,580,493,460,486,,,,,,,748,676,,,950,674,914,612,731,569,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img12899.png,982,379,,,885,348,754,333,669,439,661,540,597,584,543,620,603,546,,,873,589,798,669,,,1125,451,969,489,753,552,785,633,,,,
labeled-data,RAT 4 FR1 10-03-25,img13204.png,939,344,1047,436,832,280,709,309,658,427,614,564,548,633,517,605,572,565,,,,,870,601,,,922,510,865,430,814,481,797,572,,,,
labeled-data,RAT 4 FR1 10-03-25,img13824.png,942,490,,,880,434,792,377,,,,,647,520,552,628,,,,,,,,,,,961,711,865,617,,,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img14132.png,948,513,1072,497,865,355,701,351,673,469,615,579,560,630,491,635,561,578,,,,,891,623,,,,,,,828,512,833,594,,,,
labeled-data,RAT 4 FR1 10-03-25,img14211.png,937,462,,,868,434,751,366,642,491,601,589,544,634,,,,,,,,,772,635,,,,,,,770,542,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img17422.png,925,484,1136,475,833,405,767,359,693,416,655,524,597,574,540,636,461,646,,,,,793,668,,,943,688,846,619,734,549,778,619,,,,
labeled-data,RAT 4 FR1 10-03-25,img17630.png,,,,,,,831,359,660,482,611,592,543,644,,,,,,,,,766,666,,,,,,,772,548,735,635,,,,
labeled-data,RAT 4 FR1 10-03-25,img17910.png,,,,,900,344,760,394,698,528,651,632,593,617,536,650,,,,,,,876,715,,,,,,,906,609,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img18002.png,931,364,1089,438,799,344,677,455,668,575,636,641,597,618,536,658,449,655,,,,,,,,,1048,545,971,558,874,615,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img18003.png,932,371,1077,460,804,342,685,419,662,548,641,646,550,647,450,649,510,590,,,,,,,,,1040,555,957,562,878,622,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img18009.png,945,463,1106,449,847,381,701,409,654,525,636,649,532,659,448,642,512,590,,,,,,,,,,,,,881,606,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img18241.png,1021,310,1191,444,868,310,714,348,637,500,593,662,505,659,439,649,514,592,,,,,851,715,,,1105,492,993,500,812,569,784,686,,,,
labeled-data,RAT 4 FR1 10-03-25,img18501.png,965,477,1062,638,895,398,812,343,714,387,646,517,591,620,530,697,,,,,,,808,589,,,895,627,833,560,760,518,767,574,,,,
labeled-data,RAT 4 FR1 10-03-25,img18848.png,901,441,,,820,395,723,337,627,486,595,574,499,655,,,,,,,,,785,598,,,,,,,766,511,759,586,,,,
labeled-data,RAT 4 FR1 10-03-25,img19190.png,910,348,1007,448,805,337,683,333,622,430,596,561,541,611,485,644,429,670,,,769,559,766,620,,,967,509,860,506,734,509,722,592,,,,
labeled-data,RAT 4 FR1 10-03-25,img19317.png,924,411,1015,510,816,349,694,359,627,460,595,574,543,627,494,646,433,666,,,,,790,662,,,988,543,927,564,762,535,749,625,,,,
labeled-data,RAT 4 FR1 10-03-25,img19337.png,922,403,994,375,816,346,692,369,637,490,587,586,519,622,435,665,366,698,,,,,802,674,,,,,,,785,522,747,630,,,,
labeled-data,RAT 4 FR1 10-03-25,img19895.png,909,378,,,865,382,765,333,652,471,606,594,506,617,,,,,,,,,725,639,,,957,636,896,510,758,537,706,606,,,,
labeled-data,RAT 4 FR1 10-03-25,img19923.png,965,497,1171,447,882,404,761,359,663,444,617,557,546,611,459,631,380,686,,,,,736,654,,,951,673,892,628,737,525,709,604,,,,
labeled-data,RAT 4 FR1 10-03-25,img20017.png,,,,,,,771,333,686,519,612,606,,,,,,,,,,,828,629,,,,,,,821,519,787,608,,,,
labeled-data,RAT 4 FR1 10-03-25,img20112.png,891,449,1020,537,838,349,721,318,637,423,606,574,580,665,528,706,491,657,,,,,806,582,,,,,,,780,483,752,564,,,,
labeled-data,RAT 4 FR1 10-03-25,img20335.png,883,437,,,826,404,741,338,643,459,609,524,586,624,,,,,,,,,774,583,,,934,524,834,528,742,495,732,557,,,,
labeled-data,RAT 4 FR1 10-03-25,img20685.png,910,420,,,835,344,728,315,662,403,623,550,545,619,480,648,419,675,,,,,826,587,,,,,,,782,480,771,567,,,,
labeled-data,RAT 4 FR1 10-03-25,img20909.png,907,478,1038,560,861,361,745,310,662,414,612,548,544,601,490,638,422,672,,,,,846,597,,,,,,,806,482,795,571,,,,
labeled-data,RAT 4 FR1 10-03-25,img21035.png,910,402,996,512,795,354,683,372,631,471,602,542,527,595,470,633,396,666,,,,,748,662,,,980,536,896,534,721,529,735,620,,,,
labeled-data,RAT 4 FR1 10-03-25,img21598.png,927,472,1119,499,860,392,761,371,679,467,628,577,556,646,488,652,463,602,,,,,789,657,,,994,706,888,637,753,535,749,610,,,987,636
labeled-data,RAT 4 FR1 10-03-25,img21612.png,922,496,1185,479,850,409,755,372,674,451,641,558,560,648,463,623,370,617,,,,,785,663,,,995,708,900,641,747,546,750,615,,,,
labeled-data,RAT 4 FR1 10-03-25,img22052.png,937,505,,,863,433,758,330,679,456,627,559,539,671,,,,,,,,,837,591,,,,,,,783,505,800,571,,,,
labeled-data,RAT 4 FR1 10-03-25,img22096.png,954,398,1041,475,831,356,696,401,647,516,627,599,547,643,468,622,481,542,,,,,929,711,,,993,539,926,562,842,566,847,677,,,,
labeled-data,RAT 4 FR1 10-03-25,img22960.png,961,365,1148,377,838,345,715,373,651,470,587,571,483,594,385,622,308,706,,,829,592,796,645,,,977,682,918,579,754,526,763,609,,,,
labeled-data,RAT 4 FR1 10-03-25,img23329.png,1019,325,,,924,356,780,344,693,506,670,580,562,546,441,526,,,,,889,627,807,700,,,1174,466,1042,527,780,578,791,667,840,610,,
labeled-data,RAT 4 FR1 10-03-25,img23536.png,1019,298,,,934,338,781,350,677,463,650,580,553,540,446,521,,,,,874,620,820,674,,,1132,459,1032,470,778,571,790,653,,,,
labeled-data,RAT 4 FR1 10-03-25,img23795.png,993,307,1156,389,830,328,709,391,665,488,619,571,527,563,447,547,396,571,,,867,589,832,675,,,1133,460,1014,485,785,542,790,644,,,,
labeled-data,RAT 4 FR1 10-03-25,img24071.png,982,511,1161,496,902,431,811,375,712,436,649,541,569,552,479,549,397,568,,,,,811,638,,,960,670,880,622,766,546,772,620,,,1097,666
labeled-data,RAT 4 FR1 10-03-25,img24103.png,969,344,1189,403,860,337,751,368,690,455,651,540,560,549,469,547,387,586,,,839,583,812,643,,,969,660,925,556,775,538,782,619,,,,
labeled-data,RAT 4 FR1 10-03-25,img24238.png,921,470,1036,547,881,383,799,309,696,384,635,522,536,544,426,552,355,633,,,,,825,574,,,,,,,793,483,756,558,,,,
labeled-data,RAT 4 FR1 10-03-25,img24363.png,897,383,991,533,813,324,707,337,653,432,617,519,514,528,412,553,354,649,,,,,819,576,,,873,532,820,498,763,468,753,557,,,,
labeled-data,RAT 4 FR1 10-03-25,img24575.png,900,462,,,863,407,801,308,717,427,687,507,551,504,418,532,,,,,,,813,555,946,396,,,,,803,445,786,538,,,998,436
labeled-data,RAT 4 FR1 10-03-25,img24579.png,913,462,1031,532,871,369,801,304,716,387,690,504,572,505,475,503,405,581,,,,,834,563,,,,,,,793,464,783,531,,,,
labeled-data,RAT 4 FR1 10-03-25,img24935.png,,,,,838,348,731,366,651,443,583,540,514,509,459,488,409,553,,,804,568,,,,,936,515,909,441,726,566,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img25191.png,,,,,851,344,815,407,779,489,713,577,607,605,496,587,396,573,731,430,,,,,,,,,,,901,489,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img26087.png,,,,,605,321,595,413,592,519,603,632,730,662,864,709,,,507,445,525,561,690,572,,,,,,,725,447,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img26203.png,,,,,618,311,598,400,591,506,600,628,741,665,859,716,,,504,455,,,692,571,,,,,,,715,463,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img26322.png,875,431,,,761,392,651,352,552,444,544,545,693,619,768,712,,,,,,,690,571,,,821,558,780,491,700,497,660,569,,,,
labeled-data,RAT 4 FR1 10-03-25,img26342.png,817,386,,,736,360,639,355,547,431,536,553,652,614,764,698,,,,,713,550,700,575,,,824,558,803,503,709,510,651,570,,,837,531
labeled-data,RAT 4 FR1 10-03-25,img26491.png,851,372,926,371,749,345,664,367,604,446,579,531,603,617,619,710,,,,,,,778,557,,,868,522,846,489,770,483,720,555,,,,
labeled-data,RAT 4 FR1 10-03-25,img26689.png,1007,321,1160,428,871,304,753,353,697,447,,,678,506,559,476,451,485,,,,,,,,,1008,546,928,503,774,522,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img26828.png,965,469,1048,670,883,408,788,364,693,421,673,508,571,493,465,519,340,551,,,,,742,643,,,931,707,852,625,745,530,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img26829.png,945,464,1045,664,864,398,762,368,,,,,668,506,520,506,349,552,,,,,,,,,912,693,837,619,,,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img26831.png,950,461,996,608,864,423,799,362,,,,,570,498,392,540,,,,,,,,,,,896,679,,,,,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img26843.png,889,419,987,513,843,373,763,355,685,426,671,515,587,500,462,516,343,553,,,870,629,740,644,956,591,854,702,811,595,721,507,,,,,998,686
labeled-data,RAT 4 FR1 10-03-25,img26876.png,967,395,,,866,350,726,381,665,476,624,535,530,501,433,524,350,570,,,857,622,793,688,,,973,603,978,542,790,557,752,639,817,601,,
labeled-data,RAT 4 FR1 10-03-25,img26877.png,,,,,,,840,345,682,461,642,547,561,495,462,517,344,571,,,855,616,783,677,,,978,600,,,778,550,754,642,811,606,,
labeled-data,RAT 4 FR1 10-03-25,img26886.png,,,,,941,385,777,349,675,453,634,541,548,505,441,522,347,569,,,861,621,785,682,,,,,,,813,537,746,638,812,608,,
labeled-data,RAT 4 FR1 10-03-25,img26977.png,880,401,,,776,364,687,408,669,512,618,604,443,642,257,701,,,,,,,,,,,907,522,875,508,834,489,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img27007.png,,,,,795,353,721,406,689,497,639,603,472,645,275,686,,,,,,,,,,,900,522,888,489,840,515,,,,,,
labeled-data,RAT 4 FR1 10-03-25,img27181.png,467,404,436,491,551,366,671,365,706,441,722,506,593,483,386,505,194,613,560,446,,,813,608,,,,,,,,,764,592,,,,
labeled-data,RAT 4 FR1 10-03-25,img27257.png,,,,,463,355,518,406,578,483,643,555,783,596,915,689,,,438,508,449,578,,,408,478,,,,,,,,,494,573,411,514
labeled-data,RAT 4 FR1 10-03-25,img27267.png,,,,,464,352,527,409,589,500,675,564,806,606,918,700,,,437,501,445,578,,,413,468,,,,,,,,,490,578,414,510
labeled-data,RAT 4 FR1 10-03-25,img27273.png,,,,,464,360,516,414,567,488,641,555,789,602,911,691,,,435,507,454,578,,,409,486,,,,,,,,,496,578,414,521
