rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,ai7,img132.png,921,302,1083,267,857,383,785,444,723,521,666,617,573,611,495,584,431,551,,,827,648,798,707,,,1100,406,1026,432,769,623,737,675,,,1074,387
labeled-data,ai7,img134.png,913,320,1076,273,845,391,774,453,717,530,664,620,560,612,485,582,432,552,,,829,647,799,706,,,1095,405,1029,440,767,617,736,674,,,1078,389
labeled-data,ai7,img136.png,908,328,1075,286,858,387,782,437,723,514,665,620,560,610,489,583,430,551,,,826,647,790,703,,,1098,401,1034,441,754,612,735,678,,,1081,390
labeled-data,ai7,img137.png,908,330,1075,286,858,387,782,437,723,518,666,619,564,612,489,583,430,551,,,833,648,785,704,,,1098,400,1032,441,751,612,735,678,,,1079,390
labeled-data,ai7,img149.png,940,313,1102,214,874,382,796,442,723,523,669,614,564,612,490,586,430,552,,,833,648,794,707,,,1098,400,1032,441,756,611,739,677,,,1079,390
labeled-data,ai7,img151.png,941,301,1102,221,874,382,795,445,727,526,674,614,569,612,490,585,429,551,,,837,647,794,707,,,1099,401,1032,441,760,613,738,673,,,1072,390
labeled-data,ai7,img153.png,931,293,1093,234,874,374,795,440,730,523,673,617,574,612,492,585,430,553,,,831,648,800,709,,,1097,409,1029,435,771,609,738,672,,,1078,392
labeled-data,ai7,img156.png,926,305,1083,253,865,374,792,438,723,526,675,622,573,613,489,585,430,553,,,833,648,796,708,,,1093,407,1018,438,771,614,738,674,,,1067,391
labeled-data,ai7,img162.png,904,326,1066,293,839,392,765,453,710,538,668,626,558,609,483,583,429,553,,,839,651,798,706,,,1096,409,1025,450,773,618,736,676,,,1076,392
labeled-data,ai7,img164.png,894,341,1071,312,840,396,771,448,716,527,665,625,565,614,492,584,427,551,,,836,648,794,707,,,1099,405,1036,445,753,614,738,679,,,1077,390
labeled-data,ai7,img166.png,895,341,1072,309,847,393,775,440,716,527,665,625,565,614,492,584,427,551,,,836,648,794,705,,,1099,405,1036,445,749,615,735,680,,,1077,388
labeled-data,ai7,img170.png,899,349,1068,266,848,397,775,440,716,527,665,625,565,614,492,584,427,551,,,836,648,788,706,,,1091,406,1036,445,749,615,735,680,,,1077,393
labeled-data,ai7,img175.png,943,298,1098,206,879,381,799,449,729,530,673,613,566,615,481,582,428,554,,,841,652,802,708,,,1096,404,1031,442,797,616,733,674,,,1072,393
labeled-data,ai7,img184.png,908,398,1044,475,818,408,723,446,682,540,648,627,555,619,484,583,432,554,,,824,649,791,704,,,1014,520,965,515,771,627,736,682,,,,
labeled-data,ai7,img189.png,934,493,1035,553,859,458,735,458,663,528,605,619,536,615,481,578,431,552,,,,,,,,,935,658,916,625,807,615,,,,,950,657
