rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,ai3,img050.png,365,429,169,587,438,401,516,361,605,354,694,441,729,413,671,407,,,620,482,571,565,,,432,567,359,601,,,,,,,609,542,378,624
labeled-data,ai3,img052.png,392,422,176,541,469,388,558,354,639,377,693,445,737,420,670,408,,,600,467,574,564,,,423,571,352,602,,,,,,,612,540,371,627
labeled-data,ai3,img058.png,432,401,197,463,488,377,548,347,607,354,697,455,745,432,676,417,,,617,485,573,566,,,439,562,361,600,,,,,,,609,544,370,624
labeled-data,ai3,img061.png,413,397,192,471,488,365,570,346,649,385,700,459,751,436,677,417,,,606,475,568,567,,,435,562,359,602,,,,,,,609,543,374,628
labeled-data,ai3,img068.png,421,401,291,530,482,363,538,320,608,336,694,472,748,440,683,424,,,604,479,571,566,,,441,557,386,552,,,,,,,610,540,372,623
labeled-data,ai3,img075.png,382,399,294,473,453,367,538,324,613,342,696,479,765,448,684,427,,,596,475,575,564,,,416,505,,,,,,,,,608,541,377,534
labeled-data,ai3,img081.png,394,370,,,455,353,532,332,609,354,696,480,743,482,779,465,803,440,585,478,567,566,,,366,479,,,,,,,,,612,538,366,526
labeled-data,ai3,img083.png,394,368,,,470,340,565,333,644,394,695,480,747,484,789,466,814,445,561,465,574,563,536,527,381,479,,,,,,,,,611,537,373,524
labeled-data,ai3,img086.png,408,356,,,464,336,531,326,608,352,697,487,751,492,797,472,817,443,578,474,568,564,535,526,377,465,,,,,,,,,612,532,373,523
labeled-data,ai3,img088.png,,,,,440,341,542,325,636,403,684,489,742,502,800,491,816,453,563,464,572,567,539,525,379,445,426,503,,,,,,,612,529,385,483
labeled-data,ai3,img089.png,,,,,416,340,520,313,613,372,677,485,736,502,797,498,814,462,572,470,569,561,539,526,,,431,502,,,,,,,607,525,,
labeled-data,ai3,img102.png,608,343,681,430,570,320,498,290,462,353,475,481,527,523,601,548,741,564,430,405,441,486,595,484,,,614,468,594,428,560,408,544,479,460,491,,
labeled-data,ai3,img104.png,621,350,702,431,569,317,513,294,464,350,470,467,507,538,608,563,736,561,435,431,438,487,592,487,,,614,466,602,435,574,409,546,491,452,491,,
labeled-data,ai3,img105.png,630,349,707,436,566,302,496,316,479,401,469,461,489,529,569,559,715,560,441,393,441,486,595,485,,,614,468,604,430,577,407,550,492,452,492,,
labeled-data,ai3,img110.png,691,358,775,438,603,319,534,311,487,370,467,440,451,507,535,553,645,572,,,,,589,485,,,686,462,647,421,584,417,544,484,,,,
labeled-data,ai3,img113.png,728,369,813,447,671,340,591,315,525,329,474,428,435,482,502,539,615,573,,,,,586,487,,,748,467,710,450,577,421,543,477,,,,
labeled-data,ai3,img114.png,732,362,819,444,655,333,590,315,527,345,473,424,431,476,482,532,600,574,,,581,470,584,487,,,748,468,713,453,580,421,543,472,527,469,682,465
labeled-data,ai3,img121.png,716,347,815,382,655,329,591,313,523,350,461,432,409,471,421,534,523,591,,,574,469,586,490,,,743,467,712,443,580,410,536,470,520,474,681,466
labeled-data,ai3,img124.png,713,339,816,358,658,329,587,316,519,349,460,429,409,465,406,531,507,595,,,572,471,595,487,,,746,466,718,435,571,413,536,471,,,682,464
labeled-data,ai3,img129.png,706,331,814,327,642,324,568,320,507,367,461,432,411,458,369,523,455,587,,,571,470,589,489,,,740,468,710,430,581,412,537,465,519,473,681,462
labeled-data,ai3,img131.png,708,324,819,313,656,321,594,318,532,339,461,427,390,463,349,523,402,580,,,577,470,581,488,,,748,467,711,440,586,414,536,463,,,678,459
labeled-data,ai3,img133.png,714,322,821,295,659,320,595,320,529,345,462,430,391,464,337,509,335,582,,,573,470,590,487,,,743,468,710,433,592,418,534,459,,,676,457
labeled-data,ai3,img134.png,717,313,815,287,645,315,577,326,516,366,468,427,405,458,336,507,299,586,,,575,471,586,489,,,747,469,717,421,587,416,541,456,518,469,678,459
labeled-data,ai3,img153.png,752,358,798,494,698,324,622,298,532,347,489,432,421,464,338,505,242,563,,,,,672,492,,,,,687,445,648,406,627,476,,,,
labeled-data,ai3,img155.png,750,359,811,511,691,319,620,310,551,342,481,425,398,468,321,509,234,557,,,547,464,680,497,,,,,687,450,629,421,624,483,,,772,517
labeled-data,ai3,img161.png,801,420,905,596,754,378,707,351,654,332,533,405,453,413,374,455,291,540,,,,,657,498,,,784,588,737,521,604,424,625,481,,,,
labeled-data,ai3,img165.png,819,435,926,616,776,393,713,356,648,347,589,395,506,395,411,434,334,494,,,,,656,505,,,786,593,740,533,623,439,,,,,,
labeled-data,ai3,img168.png,816,420,947,546,760,375,720,351,677,342,603,403,516,412,430,445,347,483,,,,,647,497,,,781,586,735,515,631,441,,,,,,
labeled-data,ai3,img169.png,810,412,943,515,768,379,725,351,683,340,607,408,526,418,434,450,349,483,,,,,648,497,,,783,592,738,519,630,437,,,,,845,573
labeled-data,ai3,img171.png,796,385,951,459,763,368,725,345,684,340,610,413,523,432,436,455,355,479,,,,,647,495,,,786,591,740,520,632,438,,,,,846,571
labeled-data,ai3,img182.png,807,344,976,366,748,348,699,343,646,365,609,438,535,449,455,450,388,462,,,,,673,509,,,783,594,759,519,640,436,,,,,845,573
labeled-data,ai3,img186.png,,,971,363,758,348,720,339,674,345,610,434,527,450,449,450,395,457,,,,,651,498,840,509,788,595,750,522,628,440,,,,,846,568
