rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,ai5,img156.png,474,315,,,472,351,473,407,482,463,509,545,578,609,695,634,824,671,384,449,381,555,550,541,,,,,,,560,425,,,439,565,,
labeled-data,ai5,img162.png,480,269,471,213,474,324,470,380,476,459,498,534,569,608,697,636,819,674,399,496,378,559,553,535,,,,,540,360,558,431,530,553,427,566,,
labeled-data,ai5,img163.png,487,288,457,212,473,338,471,400,482,463,499,530,557,600,678,634,799,670,380,452,381,557,547,533,,,,,,,563,435,531,558,435,547,,
labeled-data,ai5,img170.png,468,248,394,177,469,313,471,382,481,451,498,515,546,593,645,625,741,671,393,470,382,559,547,538,402,311,,,527,301,558,448,,,434,533,,
labeled-data,ai5,img172.png,463,230,399,164,484,290,491,359,495,429,506,511,536,578,632,622,744,668,403,457,386,560,552,542,,,,,,,559,446,527,525,432,536,,
labeled-data,ai5,img177.png,467,214,429,132,478,285,485,360,491,439,501,511,535,582,637,624,736,668,397,457,385,560,550,538,,,,,,,554,457,525,524,431,530,,
labeled-data,ai5,img179.png,470,230,420,122,471,292,470,360,477,429,498,504,536,577,638,622,737,666,394,477,386,560,547,538,,,,,,,554,460,,,431,526,,
labeled-data,ai5,img180.png,471,225,404,136,471,292,470,360,477,429,498,504,540,581,638,622,737,666,395,469,387,558,544,538,,,,,,,557,445,,,429,523,,
labeled-data,ai5,img182.png,475,228,390,139,471,292,471,358,478,428,501,507,540,583,643,624,737,666,395,476,387,558,543,540,,,,,,,558,451,,,429,523,,
labeled-data,ai5,img183.png,466,218,388,136,488,290,500,364,498,444,503,509,548,587,652,625,735,667,413,460,385,561,549,539,,,,,,,560,449,526,522,431,535,,
labeled-data,ai5,img185.png,476,233,391,139,470,296,471,358,481,428,501,507,541,588,646,623,734,663,400,472,390,560,543,540,,,,,,,559,450,,,432,524,,
