rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,RAT 11 FR1 10-03-25,img03859.png,,,,,921,278,802,351,693,499,635,675,463,694,324,658,165,718,,,,,913,706,,,,,1031,337,894,576,832,681,,,,
labeled-data,RAT 11 FR1 10-03-25,img03959.png,929,428,,,846,404,726,345,648,556,601,691,430,713,223,693,,,,,,,856,638,,,935,577,865,558,810,518,799,632,,,,
labeled-data,RAT 11 FR1 10-03-25,img04305.png,,,,,,,754,356,675,581,,,,,324,711,172,716,,,,,895,715,918,567,1016,446,959,414,882,606,830,705,,,993,552
labeled-data,RAT 11 FR1 10-03-25,img04518.png,978,320,,,904,317,743,290,,,678,523,543,504,414,531,315,570,,,864,603,774,638,,,1126,442,984,434,755,537,773,600,822,581,,
labeled-data,RAT 11 FR1 10-03-25,img04535.png,1037,287,1207,450,899,279,747,311,,,685,523,579,505,445,517,313,571,866,518,870,603,778,636,,,1115,480,1000,474,774,525,772,612,815,585,,
labeled-data,RAT 11 FR1 10-03-25,img04586.png,903,328,,,779,300,664,362,603,480,552,573,495,545,447,503,374,552,,,,,793,670,,,1030,426,959,408,783,549,735,639,,,930,533
labeled-data,RAT 11 FR1 10-03-25,img04723.png,860,417,996,545,760,350,631,345,552,430,494,581,422,647,335,709,,,,,,,694,601,,,866,599,806,536,709,511,646,593,,,,
labeled-data,RAT 11 FR1 10-03-25,img05050.png,948,343,,,843,335,708,336,623,511,618,652,498,700,370,636,,,,,,,833,631,,,975,536,884,526,787,514,772,622,,,,
labeled-data,RAT 11 FR1 10-03-25,img05113.png,,,,,950,275,853,364,780,510,687,671,564,694,429,667,315,691,,,,,942,712,,,,,,,973,588,899,701,,,,
labeled-data,RAT 11 FR1 10-03-25,img05754.png,885,425,,,816,421,744,345,645,442,599,524,466,520,,,,,,,,,699,597,,,903,608,851,553,684,519,684,577,,,,
labeled-data,RAT 11 FR1 10-03-25,img05984.png,,,,,894,375,767,387,737,566,699,710,,,,,,,,,,,960,688,967,544,,,998,456,941,553,916,681,,,,
labeled-data,RAT 11 FR1 10-03-25,img06387.png,963,471,,,876,409,806,345,682,424,646,467,495,522,364,562,216,640,,,,,,,,,911,649,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img08317.png,862,398,923,566,761,331,629,345,583,457,570,571,485,593,428,588,420,619,,,,,772,589,,,847,549,801,491,747,478,714,576,,,,
labeled-data,RAT 11 FR1 10-03-25,img08382.png,983,385,,,881,316,745,323,671,420,,,637,536,489,556,414,628,,,,,794,662,,,1150,450,988,454,783,542,781,636,,,,
labeled-data,RAT 11 FR1 10-03-25,img08873.png,,,,,,,822,288,743,498,701,622,516,683,263,631,,,,,,,908,657,,,,,,,891,524,847,642,,,,
labeled-data,RAT 11 FR1 10-03-25,img09377.png,1043,300,,,919,301,769,312,663,483,629,543,514,520,328,527,,,,,,,792,649,,,1123,488,1002,483,771,518,778,611,,,,
labeled-data,RAT 11 FR1 10-03-25,img09625.png,,,,,,,831,349,770,518,728,623,558,699,,,,,,,,,916,647,,,,,,,906,539,869,646,,,,
labeled-data,RAT 11 FR1 10-03-25,img09641.png,,,,,,,832,353,772,517,730,622,557,702,,,,,,,,,922,647,,,,,,,914,504,867,646,,,,
labeled-data,RAT 11 FR1 10-03-25,img09691.png,,,,,,,789,318,735,431,691,567,633,661,522,691,421,694,,,,,829,585,,,,,,,845,469,759,572,,,,
labeled-data,RAT 11 FR1 10-03-25,img09776.png,962,285,1179,395,873,298,711,334,671,442,645,543,553,580,480,619,419,702,850,531,864,608,775,626,,,1142,461,1004,453,771,529,764,605,817,588,,
labeled-data,RAT 11 FR1 10-03-25,img09891.png,,,,,,,813,383,748,606,,,,,531,703,422,689,,,,,978,710,,,,,,,961,561,891,716,,,,
labeled-data,RAT 11 FR1 10-03-25,img10292.png,939,355,,,887,370,769,308,612,472,575,616,505,709,,,,,,,,,800,679,,,955,578,900,519,794,532,736,648,,,,
labeled-data,RAT 11 FR1 10-03-25,img10424.png,,,,,,,840,331,711,538,634,665,514,706,,,,,,,,,903,691,,,,,,,911,577,843,676,,,,
labeled-data,RAT 11 FR1 10-03-25,img10982.png,,,,,,,842,342,696,550,609,681,463,674,290,616,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img11432.png,,,,,,,891,357,781,610,,,,,293,713,266,601,,,,,1008,713,,,,,,,994,617,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img11483.png,,,,,,,873,374,782,610,,,,,300,713,264,600,,,,,1000,709,,,,,,,996,597,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img11530.png,,,,,,,868,376,781,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img11631.png,,,,,,,856,362,795,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img11744.png,900,419,1033,530,801,361,654,370,592,500,626,647,557,714,,,,,,,,,837,626,,,933,613,860,547,808,503,776,626,,,932,583
labeled-data,RAT 11 FR1 10-03-25,img11918.png,,,735,499,883,359,821,315,702,388,658,541,538,567,392,577,246,649,,,,,,,969,509,814,640,825,533,,,,,,,974,657
labeled-data,RAT 11 FR1 10-03-25,img12199.png,,,,,,,793,377,700,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img12886.png,,,,,888,283,784,360,699,509,640,680,497,704,335,693,199,717,,,,,903,699,,,,,,,914,571,824,683,,,,
labeled-data,RAT 11 FR1 10-03-25,img13312.png,,,,,,,827,363,710,540,,,,,,,,,,,,,951,704,,,,,,,931,575,901,708,,,,
labeled-data,RAT 11 FR1 10-03-25,img13508.png,947,442,,,866,442,748,353,618,445,563,537,468,490,,,,,,,,,751,682,,,874,664,800,568,712,534,736,627,,,945,664
labeled-data,RAT 11 FR1 10-03-25,img13811.png,,,,,922,299,762,323,667,459,596,622,453,598,411,542,466,498,,,,,839,675,,,,,1040,402,836,564,789,659,,,,
labeled-data,RAT 11 FR1 10-03-25,img14084.png,942,450,1055,578,828,359,682,353,637,496,630,652,527,684,404,683,338,671,,,,,868,632,,,,,,,837,520,808,630,,,,
labeled-data,RAT 11 FR1 10-03-25,img14201.png,,,,,,,775,335,688,491,634,653,446,684,,,,,,,,,880,639,,,,,,,847,542,824,636,,,,
labeled-data,RAT 11 FR1 10-03-25,img15164.png,911,443,,,837,424,711,355,637,524,555,606,427,570,284,600,,,,,,,770,683,,,,,,,761,546,722,659,,,,
labeled-data,RAT 11 FR1 10-03-25,img15798.png,,,,,,,752,377,594,511,494,640,319,676,247,598,367,547,,,,,782,671,,,,,,,735,548,735,654,,,,
labeled-data,RAT 11 FR1 10-03-25,img16160.png,,,,,,,763,341,605,452,560,573,546,506,428,498,305,509,,,,,780,632,899,580,995,469,890,469,739,520,712,608,,,969,539
labeled-data,RAT 11 FR1 10-03-25,img16724.png,901,451,974,614,880,390,830,315,,,,,596,486,430,507,,,,,,,768,518,,,842,580,811,484,754,450,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img17040.png,859,470,931,671,809,396,759,353,679,361,592,467,520,502,441,518,372,549,,,,,677,545,,,764,636,745,546,663,437,653,505,,,,
labeled-data,RAT 11 FR1 10-03-25,img17111.png,939,339,,,856,341,751,308,,,,,541,497,416,506,,,,,,,736,623,,,862,629,849,512,702,489,732,578,,,,
labeled-data,RAT 11 FR1 10-03-25,img17446.png,,,,,833,323,659,348,605,471,550,581,474,545,437,485,347,485,,,805,583,759,676,878,538,,,968,419,748,551,721,637,,,,
labeled-data,RAT 11 FR1 10-03-25,img17540.png,894,461,,,813,426,703,352,616,508,580,641,406,649,,,,,,,,,832,623,918,385,,,,,792,512,772,628,,,1008,436
labeled-data,RAT 11 FR1 10-03-25,img18129.png,904,399,,,830,370,749,305,650,412,591,516,472,528,415,609,,,,,,,779,562,,,880,529,811,487,742,468,733,540,,,,
labeled-data,RAT 11 FR1 10-03-25,img18644.png,919,463,,,830,406,701,339,612,500,582,589,466,590,,,,,,,,,796,582,,,,,,,755,480,750,573,,,,
labeled-data,RAT 11 FR1 10-03-25,img19779.png,907,471,1031,484,832,411,694,374,619,535,556,700,,,,,,,,,,,787,650,,,,,,,811,556,760,653,,,,
labeled-data,RAT 11 FR1 10-03-25,img20250.png,670,425,,,750,346,818,416,768,560,692,688,498,709,153,710,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img20542.png,873,419,,,801,409,730,322,624,456,549,527,453,497,355,525,,,,,773,562,646,618,,,929,516,822,500,681,519,642,579,,,,
labeled-data,RAT 11 FR1 10-03-25,img20705.png,,,,,861,341,738,299,624,431,,,544,489,434,485,325,479,,,,,733,614,,,1031,436,915,430,710,483,711,572,,,967,539
labeled-data,RAT 11 FR1 10-03-25,img21705.png,319,434,304,548,441,373,576,334,676,384,751,491,,,,,,,621,524,630,605,570,561,413,555,458,601,,,,,,,672,566,362,612
labeled-data,RAT 11 FR1 10-03-25,img23011.png,938,315,1126,377,863,317,682,350,616,443,552,524,443,554,325,586,202,650,,,,,789,587,,,923,569,874,485,748,493,711,569,,,,
labeled-data,RAT 11 FR1 10-03-25,img23075.png,,,,,836,392,679,373,576,449,503,556,411,540,305,560,188,663,,,,,703,652,885,599,1039,446,978,489,679,524,659,623,,,990,628
labeled-data,RAT 11 FR1 10-03-25,img23132.png,,,,,,,819,338,691,525,610,667,434,640,272,596,,,,,,,878,708,,,,,,,859,592,822,696,,,,
labeled-data,RAT 11 FR1 10-03-25,img23152.png,,,,,,,780,354,648,551,609,669,469,668,351,614,217,633,,,,,895,703,954,548,,,959,418,850,587,808,697,,,,
labeled-data,RAT 11 FR1 10-03-25,img23974.png,801,416,733,585,838,346,755,332,667,413,618,520,499,562,377,562,273,542,,,,,,,914,551,756,620,,,,,,,,,887,642
labeled-data,RAT 11 FR1 10-03-25,img25176.png,798,200,,,777,275,751,368,717,483,673,564,526,629,320,651,,,,,,,853,558,,,,,,,839,465,797,547,,,,
labeled-data,RAT 11 FR1 10-03-25,img25352.png,824,370,951,426,804,385,641,343,595,443,563,555,470,630,326,668,192,710,,,,,757,575,,,806,540,814,469,756,471,689,561,,,,
labeled-data,RAT 11 FR1 10-03-25,img26585.png,888,373,1040,430,832,383,666,340,598,432,559,536,463,544,385,546,404,583,,,792,549,711,624,,,956,533,854,524,689,514,686,591,733,550,920,511
labeled-data,RAT 11 FR1 10-03-25,img26742.png,908,328,1123,360,825,316,748,319,,,637,482,569,508,478,520,409,559,,,,,684,576,,,872,693,850,538,703,494,689,546,,,,
labeled-data,RAT 11 FR1 10-03-25,img27321.png,417,295,,,467,284,567,303,628,395,688,520,780,543,862,511,850,453,,,,,,,400,462,,,,,,,,,,,391,534
labeled-data,RAT 11 FR1 10-03-25,img28407.png,950,379,1027,532,842,315,701,321,622,433,,,580,496,462,487,347,487,,,,,739,631,895,565,1120,449,959,434,,,740,608,,,962,623
labeled-data,RAT 11 FR1 10-03-25,img28462.png,,,,,834,371,674,392,603,496,522,608,404,595,392,536,377,485,,,,,740,704,923,540,,,944,428,756,564,696,672,,,,
labeled-data,RAT 11 FR1 10-03-25,img28812.png,,,,,920,341,757,293,,,,,610,524,408,532,,,,,874,596,762,631,,,1119,444,979,447,731,528,758,599,821,586,969,523
labeled-data,RAT 11 FR1 10-03-25,img28919.png,908,269,,,776,308,673,369,616,487,563,605,476,597,432,549,380,536,,,814,598,757,669,,,,,956,392,780,561,699,657,,,,
labeled-data,RAT 11 FR1 10-03-25,img29083.png,,,,,,,797,320,786,445,827,594,811,710,466,711,373,656,699,501,730,586,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img29336.png,808,303,,,695,264,609,321,583,430,560,548,455,614,527,712,,,,,,,753,561,,,,,,,751,454,710,552,,,,
labeled-data,RAT 11 FR1 10-03-25,img29819.png,,,,,,,696,278,630,413,577,524,428,594,478,704,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img30144.png,815,220,,,727,236,653,306,613,414,560,520,405,587,475,713,,,,,,,,,,,,,,,782,450,715,543,,,,
labeled-data,RAT 11 FR1 10-03-25,img30365.png,825,149,,,756,224,671,293,634,409,580,512,439,583,450,687,,,,,,,,,,,,,,,,,,,,,,
