rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,Rat 9 2025-11-11 11-09-35,img090567.png,840,391,,,722,323,610,277,,,,,,,,,,,,,,,463,519,,,721,617,684,495,506,399,456,475,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img091713.png,620,382,,,766,233,,,,,,,420,482,408,439,,,,,722,546,672,630,,,,,,,,,630,573,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img095152.png,886,270,,,789,284,620,290,484,432,388,562,244,529,256,452,,,,,725,617,652,698,,,1068,431,927,452,608,556,585,677,,,883,663
labeled-data,Rat 9 2025-11-11 11-09-35,img098592.png,,,,,,,627,337,546,520,,,,,,,,,,,,,,,,,,,968,389,740,583,,,,,1056,535
labeled-data,Rat 9 2025-11-11 11-09-35,img099738.png,915,351,1109,352,802,342,640,345,556,448,466,593,256,638,65,680,,,,,,,775,626,,,1052,418,937,500,725,509,694,646,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img100885.png,,,,,,,588,323,469,490,403,647,182,691,,,,,,,,,,,,,,,898,331,614,576,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img102031.png,497,214,,,,,329,334,273,529,,,,,,,,,,,,,523,675,,,,,,,482,522,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img103177.png,,,,,726,337,554,320,448,448,342,597,130,665,,,,,,,,,698,633,,,830,567,768,495,627,498,593,637,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img104324.png,620,61,,,610,187,560,360,494,557,,,,,,,,,,,,,682,628,,,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img105470.png,910,311,,,785,313,617,315,483,432,401,556,190,621,29,675,,,,,,,583,677,,,874,667,841,543,585,509,507,651,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img120374.png,484,381,506,488,,,534,263,662,332,732,441,844,533,978,618,850,665,,,,,,,,,428,533,,,,,,,,,507,574
labeled-data,Rat 9 2025-11-11 11-09-35,img122666.png,846,274,930,321,726,249,573,293,,,,,439,465,,,,,,,,,661,634,,,772,673,732,532,571,455,624,580,,,878,542
labeled-data,Rat 9 2025-11-11 11-09-35,img124959.png,403,379,435,483,338,288,361,266,,,,,598,416,718,428,,,,,482,505,,,,,264,535,270,431,,,,,,,392,581
labeled-data,Rat 9 2025-11-11 11-09-35,img129545.png,746,300,,,674,264,583,281,503,391,438,503,257,583,81,572,184,499,,,,,662,547,,,776,493,760,424,640,448,601,546,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img130691.png,305,384,399,526,278,344,244,288,307,260,484,409,642,433,792,441,,,,,,,,,,,179,580,193,459,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img136423.png,,,,,695,274,620,335,584,438,503,539,328,564,347,492,426,451,,,,,719,559,,,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img138716.png,,,,,,,644,286,618,426,510,597,329,661,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img141009.png,548,368,,,,,787,298,740,463,601,603,419,661,219,683,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img142156.png,593,394,,,,,802,314,807,476,685,636,487,700,268,700,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img143302.png,,,,,,,706,268,760,418,804,636,,,,,,,610,426,,,,,543,458,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img145595.png,497,443,,,375,367,184,278,,,,,,,,,,,,,,,,,,,393,701,344,569,62,515,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img149034.png,,,,,746,426,519,328,315,466,183,624,,,,,,,,,,,,,,,,,,,446,594,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img150180.png,809,389,,,665,354,445,320,250,421,155,609,,,,,,,,,,,,,,,713,690,671,584,356,599,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img152473.png,846,526,,,708,414,529,313,328,421,251,603,,,,,,,,,,,,,,,,,695,628,435,560,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img154766.png,,,,,,,494,360,283,500,169,614,,,,,,,,,,,,,,,,,,,426,596,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img155913.png,944,535,,,782,418,594,350,375,459,240,594,,,,,,,,,,,,,,,,,,,492,560,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img157059.png,406,449,506,685,438,368,494,290,,,705,476,834,492,954,476,,,,,615,633,,,,,305,678,315,552,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img162791.png,,,,,,,648,332,563,431,443,583,311,569,199,533,,,,,,,743,655,,,,,,,716,519,,,,,900,624
labeled-data,Rat 9 2025-11-11 11-09-35,img163937.png,295,294,,,366,304,509,287,624,347,,,692,488,571,443,401,485,,,516,529,,,317,442,,,,,,,,,573,517,260,502
labeled-data,Rat 9 2025-11-11 11-09-35,img165084.png,302,433,298,557,,,359,287,,,550,414,654,438,773,432,804,509,484,418,,,,,430,495,257,614,,,,,,,,,429,590
labeled-data,Rat 9 2025-11-11 11-09-35,img166230.png,292,371,280,492,325,291,389,260,,,574,401,689,415,790,428,775,523,479,391,446,505,,,415,446,274,540,,,,,,,503,482,395,557
labeled-data,Rat 9 2025-11-11 11-09-35,img167377.png,925,389,,,806,337,637,277,521,355,440,495,349,472,448,441,,,,,,,665,624,,,817,658,785,554,608,488,622,587,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img168523.png,540,401,490,574,635,325,648,268,556,283,,,420,492,314,503,,,,,,,,,718,502,580,604,,,,,,,,,641,646
labeled-data,Rat 9 2025-11-11 11-09-35,img176548.png,,,,,759,398,566,307,408,415,305,628,55,684,116,594,,,,,,,,,,,,,753,601,513,542,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img179987.png,898,493,972,691,777,391,597,310,412,429,273,646,45,701,,,,,,,,,654,664,,,,,718,579,563,515,543,664,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img184573.png,790,429,738,627,654,317,484,327,405,455,349,648,196,611,,,,,,,,,,,,,,,,,581,456,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img185719.png,,,,,,,594,313,489,396,420,577,295,549,177,564,,,,,,,688,697,,,,,,,595,523,625,655,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img186866.png,887,362,,,766,365,618,321,445,428,345,584,213,546,,,,,,,,,,,,,,,859,596,551,544,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img188012.png,,,,,,,672,361,610,517,476,694,,,,,,,,,,,807,684,,,,,,,800,519,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img190305.png,,,,,800,337,635,338,533,478,442,650,,,,,,,,,,,777,640,,,1063,418,935,478,716,510,713,658,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img191451.png,174,273,,,285,276,445,310,548,421,618,516,607,469,,,,,425,519,344,710,,,172,533,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img193744.png,,,,,699,169,749,293,772,378,809,498,907,594,,,,,,,632,552,566,486,576,108,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img194891.png,308,118,,,429,172,520,249,587,389,638,496,787,520,,,,,497,425,416,543,401,488,310,258,322,341,,,,,,,493,536,280,338
labeled-data,Rat 9 2025-11-11 11-09-35,img197183.png,160,311,,,261,327,467,334,600,486,725,647,927,697,,,,,409,549,,,,,174,566,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img198330.png,846,310,1024,334,723,301,576,308,463,436,389,543,257,516,354,462,,,,,,,669,644,,,857,646,809,557,577,510,604,623,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img200623.png,265,44,,,,,408,209,,,443,428,603,435,743,435,,,411,332,368,505,271,503,364,237,214,260,,,,,329,485,389,476,254,324
labeled-data,Rat 9 2025-11-11 11-09-35,img207501.png,,,,,822,429,694,305,506,331,,,,,,,,,,,,,634,680,,,,,763,563,543,544,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img208648.png,837,394,998,532,716,347,624,276,,,,,,,,,,,,,,,465,630,,,,,668,535,487,461,520,577,,,758,653
labeled-data,Rat 9 2025-11-11 11-09-35,img213233.png,,,,,,,698,283,748,461,,,,,,,,,585,500,,,,,,,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img214380.png,920,364,,,796,335,622,304,473,436,391,530,234,532,310,479,,,,,,,659,667,,,874,655,851,535,630,512,576,641,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img216673.png,881,352,1073,459,772,300,647,283,546,362,490,468,442,392,,,,,,,,,655,601,,,851,671,809,567,605,456,608,564,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img217819.png,1001,250,,,806,264,620,297,527,436,450,552,294,553,338,478,,,,,780,609,739,681,,,1063,422,985,448,681,516,668,667,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img218965.png,676,466,695,651,702,381,659,297,483,321,419,533,300,546,,,,,,,,,,,819,472,740,644,,,,,,,,,800,623
labeled-data,Rat 9 2025-11-11 11-09-35,img221258.png,746,398,748,536,726,300,615,250,,,459,412,355,443,247,512,,,,,,,580,492,,,682,523,654,446,557,389,547,469,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img223551.png,,,,,793,362,618,354,526,455,438,620,274,643,,,,,,,,,776,673,,,994,604,887,554,688,529,688,663,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img224697.png,,,,,,,669,284,553,387,463,530,295,543,163,634,,,,,715,564,665,603,,,,,971,362,651,470,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img225844.png,534,42,,,546,156,477,305,426,480,366,650,228,647,,,,,,,,,711,648,,,735,89,718,167,601,476,625,636,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img228137.png,254,301,126,392,348,280,429,268,521,396,618,547,733,637,,,,,381,411,358,537,,,275,466,,,,,,,,,,,231,516
labeled-data,Rat 9 2025-11-11 11-09-35,img230430.png,329,314,,,435,284,588,295,601,411,536,559,408,648,,,,,,,,,736,594,375,445,,,,,689,443,671,579,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img231576.png,870,354,1048,470,733,335,566,308,432,399,358,513,334,449,,,,,,,,,571,658,,,753,670,718,597,510,486,513,618,,,823,607
labeled-data,Rat 9 2025-11-11 11-09-35,img232722.png,,,,,,,659,311,556,482,425,609,220,675,45,640,156,542,,,,,,,,,,,,,735,475,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img236162.png,785,300,955,341,691,295,534,274,423,371,,,,,,,,,,,,,529,564,,,731,593,689,490,502,433,472,537,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img238454.png,256,350,150,493,307,288,449,270,,,570,419,689,436,812,445,,,490,409,455,509,,,372,468,280,515,,,,,,,494,489,310,566
labeled-data,Rat 9 2025-11-11 11-09-35,img240747.png,,,,,,,672,323,598,475,530,601,368,674,,,,,,,,,729,621,,,,,,,758,462,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img243040.png,,,,,,,553,318,547,451,502,623,,,,,,,,,,,679,617,,,,,,,,,621,626,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img244187.png,881,361,1092,432,733,348,581,327,428,414,310,564,311,482,,,,,,,,,,,,,,,735,621,539,553,539,695,,,851,670
labeled-data,Rat 9 2025-11-11 11-09-35,img245333.png,813,338,,,735,347,557,334,403,445,298,589,164,569,278,506,,,,,,,,,,,868,670,819,577,554,525,550,704,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img247626.png,,,,,,,740,365,681,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img248772.png,864,267,,,780,274,622,258,530,473,,,,,,,,,,,,,758,692,,,,,,,729,505,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img251065.png,,,,,,,758,283,692,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img252211.png,654,441,533,630,610,340,445,293,332,377,277,539,186,492,99,544,,,,,,,,,698,544,571,655,502,519,438,468,,,,,682,637
labeled-data,Rat 9 2025-11-11 11-09-35,img253358.png,645,505,,,573,389,472,280,331,348,265,509,157,499,,,,,,,,,453,637,,,541,705,477,579,385,475,,,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img256797.png,988,507,,,868,395,701,295,514,402,416,523,246,606,36,684,,,,,,,721,671,,,820,687,793,596,607,483,651,636,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img257944.png,982,264,,,834,286,652,290,519,436,433,590,200,589,,,,,,,760,633,758,702,,,1043,519,908,498,669,522,682,690,,,,
labeled-data,Rat 9 2025-11-11 11-09-35,img259090.png,,,,,,,361,318,534,416,662,556,814,562,740,475,664,469,406,520,403,675,,,,,,,,,,,,,,,,
