rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,2025-03-18 12-58-46,img025798.png,925,293,1045,367,865,298,798,298,737,378,714,439,641,451,550,469,,,,,876,493,793,519,,,974,426,899,427,775,450,780,496,843,477,,
labeled-data,2025-03-18 12-58-46,img026360.png,782,436,782,592,762,374,735,332,693,307,,,600,402,455,409,494,549,,,,,688,490,,,,,697,460,658,408,668,473,,,,
labeled-data,2025-03-18 12-58-46,img026831.png,,,,,817,313,739,308,690,361,637,426,563,427,499,466,560,527,,,,,782,469,,,,,827,402,801,417,748,461,,,,
labeled-data,2025-03-18 12-58-46,img027628.png,885,326,1049,398,834,342,711,334,652,395,601,462,524,472,494,456,539,442,,,781,507,789,551,,,949,466,887,477,753,476,730,544,,,949,464
labeled-data,2025-03-18 12-58-46,img027940.png,,,,,,,539,301,443,357,406,421,499,502,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img030589.png,713,329,,,703,319,601,310,567,376,562,459,594,513,675,540,775,564,,,,,669,454,,,,,720,392,684,391,633,456,,,,
labeled-data,2025-03-18 12-58-46,img030787.png,870,224,1037,126,858,259,776,320,749,364,708,422,640,431,579,446,529,488,,,849,473,818,522,,,981,391,923,350,805,434,800,494,833,459,,
labeled-data,2025-03-18 12-58-46,img031798.png,594,178,,,623,241,659,301,688,388,709,454,755,552,902,550,,,605,420,570,481,,,,,,,,,,,,,609,478,,
labeled-data,2025-03-18 12-58-46,img031839.png,584,170,,,623,254,647,324,673,386,700,464,780,498,879,517,,,585,402,567,483,,,,,,,,,,,,,608,471,,
labeled-data,2025-03-18 12-58-46,img033767.png,919,349,974,423,872,332,754,321,701,377,663,448,570,453,509,438,480,487,,,829,468,788,524,,,937,500,913,453,791,425,759,498,,,,
labeled-data,2025-03-18 12-58-46,img033964.png,920,350,974,419,880,330,745,328,699,395,655,455,570,458,510,440,,,,,,,812,509,,,960,484,907,457,808,438,779,493,,,,
labeled-data,2025-03-18 12-58-46,img037737.png,918,278,1041,380,848,268,773,303,730,379,717,462,636,453,572,445,517,434,,,863,485,848,532,,,981,422,908,412,812,444,816,502,830,480,,
labeled-data,2025-03-18 12-58-46,img038234.png,901,269,1038,352,821,272,750,305,705,364,665,432,603,450,551,456,509,440,,,815,479,805,529,,,957,396,887,395,787,417,771,499,,,,
labeled-data,2025-03-18 12-58-46,img040574.png,969,285,1048,405,884,284,801,313,762,357,733,408,647,419,566,443,488,494,,,870,468,810,498,,,990,421,915,406,791,432,790,483,841,456,,
labeled-data,2025-03-18 12-58-46,img040790.png,866,273,,,816,280,758,325,727,377,695,422,636,402,542,440,,,,,874,470,802,500,,,1001,405,907,395,784,434,780,485,831,455,,
labeled-data,2025-03-18 12-58-46,img041271.png,888,295,1037,379,850,307,740,318,698,364,654,425,558,442,499,483,,,,,,,783,497,,,984,400,904,412,767,421,751,484,,,,
labeled-data,2025-03-18 12-58-46,img042327.png,932,444,959,596,878,421,766,338,684,364,613,446,502,458,,,,,,,,,766,553,,,879,589,829,534,742,460,724,523,,,,
labeled-data,2025-03-18 12-58-46,img043732.png,695,189,708,52,710,228,667,311,641,367,613,435,546,465,508,460,515,426,,,,,774,489,,,820,188,777,243,737,424,731,472,,,,
labeled-data,2025-03-18 12-58-46,img044863.png,758,177,740,77,769,232,758,313,740,376,693,445,612,494,523,499,465,491,693,376,674,442,804,454,,,,,,,813,392,780,457,,,,
labeled-data,2025-03-18 12-58-46,img045910.png,638,178,686,84,613,224,596,300,582,385,607,458,530,499,479,544,577,580,,,,,727,474,,,746,225,704,228,697,404,693,466,,,,
labeled-data,2025-03-18 12-58-46,img046174.png,,,,,541,319,622,318,671,377,699,435,800,465,852,541,740,586,539,396,556,468,,,,,,,,,,,,,587,464,,
labeled-data,2025-03-18 12-58-46,img046289.png,502,294,415,272,527,303,630,320,664,370,695,429,779,455,832,514,806,589,557,416,543,471,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img046427.png,,,,,,,573,338,603,393,642,431,734,456,803,490,854,556,520,393,541,464,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img047398.png,864,169,924,86,823,233,788,287,751,352,702,431,601,455,518,499,418,543,,,,,832,465,,,,,,,832,404,784,452,,,,
labeled-data,2025-03-18 12-58-46,img047695.png,,,,,468,341,546,320,630,373,680,403,829,399,830,513,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img049645.png,707,176,734,73,686,219,635,311,606,380,580,460,508,469,,,,,,,724,452,733,493,,,806,200,772,250,702,428,694,484,,,,
labeled-data,2025-03-18 12-58-46,img050169.png,782,219,,,747,254,698,291,644,362,608,419,556,469,,,,,,,,,754,448,,,,,,,714,384,712,438,,,,
labeled-data,2025-03-18 12-58-46,img052421.png,940,271,1048,388,840,277,737,311,686,398,673,500,552,507,,,,,,,832,490,815,559,,,1025,415,929,398,791,458,776,530,,,,
labeled-data,2025-03-18 12-58-46,img054684.png,,,,,,,549,307,630,395,665,462,797,466,891,482,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img054988.png,,,,,,,633,294,559,372,552,452,572,544,693,563,824,573,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img056603.png,906,271,,,839,283,772,326,742,364,708,411,621,417,532,483,,,,,856,471,801,492,,,,,,,773,419,776,474,821,455,,
labeled-data,2025-03-18 12-58-46,img058041.png,,,,,,,814,310,729,417,693,488,613,501,540,493,,,,,,,870,488,,,,,,,840,435,840,487,,,,
labeled-data,2025-03-18 12-58-46,img058413.png,835,301,939,314,830,314,727,344,702,416,661,477,580,518,520,497,,,,,728,513,813,502,,,876,438,858,403,815,437,763,487,,,,
labeled-data,2025-03-18 12-58-46,img058506.png,925,357,,,868,349,792,312,701,368,656,441,596,477,529,499,,,,,,,801,499,,,924,498,875,453,782,433,772,489,,,,
labeled-data,2025-03-18 12-58-46,img059991.png,398,402,397,528,453,370,578,321,664,369,735,447,800,454,840,474,794,430,572,459,593,561,551,506,457,495,,,,,,,,,627,532,431,543
labeled-data,2025-03-18 12-58-46,img060022.png,424,386,,,494,340,591,332,656,380,730,442,803,454,858,508,,,,,,,,,438,445,478,500,,,,,,,,,418,511
labeled-data,2025-03-18 12-58-46,img060412.png,882,407,982,524,789,354,698,330,596,358,512,369,407,369,352,457,381,569,,,634,485,,,,,803,547,800,474,628,416,,,609,476,879,536
labeled-data,2025-03-18 12-58-46,img060905.png,833,230,926,121,806,255,713,322,663,393,607,473,523,473,464,499,,,,,781,507,790,564,,,946,356,870,339,764,466,750,543,,,954,346
labeled-data,2025-03-18 12-58-46,img062991.png,887,342,978,394,833,310,758,299,693,351,634,422,622,464,594,421,520,428,,,,,,,,,929,503,873,446,791,417,772,478,,,,
labeled-data,2025-03-18 12-58-46,img064036.png,873,198,1008,99,841,243,754,321,724,396,697,487,614,495,,,,,,,849,510,815,559,,,1006,346,933,314,821,464,793,529,,,991,247
labeled-data,2025-03-18 12-58-46,img064871.png,925,268,1058,345,872,277,754,313,714,397,699,471,614,500,,,,,,,865,499,822,565,,,989,417,907,380,810,464,785,524,,,,
labeled-data,2025-03-18 12-58-46,img064943.png,898,186,1049,149,868,226,778,316,730,387,703,468,612,494,,,,,,,846,494,823,557,,,1044,220,959,266,814,453,790,523,,,,
labeled-data,2025-03-18 12-58-46,img066872.png,878,320,1015,374,857,332,756,311,719,349,680,429,616,445,613,495,,,,,,,802,497,,,895,513,863,453,763,425,782,479,,,,
labeled-data,2025-03-18 12-58-46,img068733.png,699,340,692,421,645,293,567,306,531,352,504,415,444,460,519,516,654,534,,,,,642,458,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img068860.png,665,167,,,639,230,603,294,553,375,501,426,441,468,574,521,669,536,,,,,642,461,,,,,,,628,409,608,453,,,,
labeled-data,2025-03-18 12-58-46,img069191.png,850,335,,,820,323,760,304,680,356,636,419,530,450,505,538,,,,,,,752,469,,,,,,,734,402,718,450,,,,
labeled-data,2025-03-18 12-58-46,img069751.png,894,126,898,81,847,202,793,280,739,340,691,407,618,442,531,471,505,538,,,,,823,478,,,,,,,818,397,775,464,,,,
labeled-data,2025-03-18 12-58-46,img070279.png,809,352,,,754,330,686,300,645,336,669,380,774,415,862,461,,,607,370,605,469,,,,,,,,,,,,,634,445,,
labeled-data,2025-03-18 12-58-46,img071279.png,483,402,435,492,592,341,678,330,750,351,796,348,729,325,,,534,208,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img071460.png,598,346,616,420,570,313,490,289,437,349,458,442,494,506,603,540,756,542,,,,,,,,,,,,,563,395,,,,,,
labeled-data,2025-03-18 12-58-46,img075087.png,555,389,,,611,360,730,343,810,413,872,500,958,488,859,454,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img075440.png,616,340,,,,,562,303,517,403,573,450,655,496,769,532,879,505,,,,,,,,,,,,,614,403,,,,,,
labeled-data,2025-03-18 12-58-46,img076644.png,618,337,,,593,323,540,296,474,353,462,435,484,550,622,565,750,564,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img077107.png,833,280,943,239,805,285,711,307,658,377,632,439,536,488,537,560,658,586,,,,,794,479,,,865,459,843,402,763,402,750,468,,,,
labeled-data,2025-03-18 12-58-46,img077202.png,835,202,904,60,824,247,751,328,724,388,681,441,614,453,562,504,,,,,855,467,841,519,,,1000,391,926,307,824,429,810,490,,,993,220
labeled-data,2025-03-18 12-58-46,img077457.png,430,381,355,515,470,353,563,303,639,341,688,387,785,382,844,438,817,554,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img078101.png,911,289,1044,418,859,307,741,318,674,397,601,480,507,546,409,564,374,505,,,,,794,564,,,970,429,904,423,785,478,760,536,,,,
labeled-data,2025-03-18 12-58-46,img079145.png,697,184,708,55,674,269,661,341,635,422,598,502,516,513,,,,,,,774,508,795,561,,,837,225,792,246,760,476,753,542,,,813,204
labeled-data,2025-03-18 12-58-46,img079228.png,693,202,693,70,671,271,653,362,638,428,598,506,530,506,,,,,,,772,506,788,549,,,823,225,782,254,746,465,754,534,,,800,208
labeled-data,2025-03-18 12-58-46,img080605.png,889,201,1027,131,866,244,793,303,760,357,742,441,666,439,617,479,,,,,895,493,806,509,985,321,973,388,905,341,780,432,790,484,853,467,1001,385
labeled-data,2025-03-18 12-58-46,img081046.png,889,190,,,857,237,794,283,738,360,706,429,665,439,634,422,,,,,845,470,798,509,,,961,395,918,339,786,414,778,481,813,462,,
labeled-data,2025-03-18 12-58-46,img081528.png,905,174,1067,85,869,230,773,320,729,387,693,447,625,465,606,447,638,439,,,855,469,806,519,,,980,402,940,316,808,426,789,500,,,1049,280
labeled-data,2025-03-18 12-58-46,img081887.png,936,350,975,446,867,320,791,311,718,364,673,459,602,475,609,440,638,442,,,,,844,509,,,939,501,915,452,821,428,806,487,,,,
labeled-data,2025-03-18 12-58-46,img082444.png,493,349,,,537,323,634,320,681,377,708,425,682,500,575,518,,,,,,,,,484,382,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img083787.png,629,347,,,609,326,520,303,502,367,495,443,589,473,649,539,545,546,,,,,,,,,,,,,602,392,,,,,,
labeled-data,2025-03-18 12-58-46,img085738.png,,,,,722,298,723,310,714,414,681,482,585,515,470,517,389,512,648,386,652,459,,,,,,,,,788,402,,,,,645,435
labeled-data,2025-03-18 12-58-46,img086767.png,842,393,977,461,814,389,691,331,625,377,576,442,520,432,491,413,565,420,,,,,665,550,,,841,575,805,512,674,460,647,514,,,,
labeled-data,2025-03-18 12-58-46,img086856.png,784,199,851,49,766,256,680,351,647,426,588,502,484,529,404,505,441,460,,,778,505,788,558,,,931,340,861,335,761,479,751,547,,,918,282
labeled-data,2025-03-18 12-58-46,img087380.png,899,363,945,488,863,347,773,297,726,337,679,406,588,409,522,464,517,523,,,807,471,802,483,,,856,487,828,432,768,404,773,460,,,,
labeled-data,2025-03-18 12-58-46,img088022.png,915,285,1039,398,852,274,781,305,737,363,706,448,627,455,570,438,517,463,,,865,483,817,531,,,,,909,418,782,444,791,502,823,468,,
labeled-data,2025-03-18 12-58-46,img088665.png,882,156,,,845,226,821,289,783,383,737,456,637,500,537,470,,,,,,,866,505,,,,,,,864,413,830,474,,,,
labeled-data,2025-03-18 12-58-46,img089163.png,878,245,1043,234,841,274,753,324,708,380,660,436,563,468,485,511,,,,,820,465,813,510,,,1001,411,927,376,782,445,752,493,,,,
labeled-data,2025-03-18 12-58-46,img089192.png,865,219,1016,106,809,268,757,316,710,372,663,436,570,470,484,515,,,,,831,482,801,510,,,982,403,914,346,782,434,756,494,792,474,1003,383
labeled-data,2025-03-18 12-58-46,img089855.png,905,282,1043,379,859,296,752,321,704,390,661,474,563,479,462,535,,,,,823,482,814,529,,,995,411,912,420,806,468,781,512,,,,
labeled-data,2025-03-18 12-58-46,img092046.png,747,335,739,421,737,336,623,298,574,349,517,410,,,,,,,,,,,,,,,,,,,654,374,,,,,,
labeled-data,2025-03-18 12-58-46,img094161.png,905,188,1089,100,852,249,794,311,746,371,705,431,624,469,673,517,752,557,,,848,469,820,504,,,970,398,939,323,820,432,806,489,,,1054,261
labeled-data,2025-03-18 12-58-46,img094164.png,894,187,1067,90,870,235,816,308,757,376,708,427,630,462,733,543,,,,,854,472,829,508,,,980,403,937,335,822,430,800,484,,,1048,275
labeled-data,2025-03-18 12-58-46,img094619.png,,,691,47,,,,,,,663,475,622,463,,,,,,,,,804,527,859,227,770,255,730,259,764,451,786,517,,,825,249
labeled-data,2025-03-18 12-58-46,img096870.png,881,227,1044,132,806,272,745,342,718,410,692,468,666,526,,,,,,,838,480,839,526,,,1012,411,932,361,800,435,790,505,,,1030,308
labeled-data,2025-03-18 12-58-46,img097117.png,852,214,956,149,798,253,760,305,744,376,718,467,667,528,,,,,,,,,885,493,,,961,274,906,312,872,404,846,475,,,,
labeled-data,2025-03-18 12-58-46,img097231.png,882,264,1063,257,825,272,770,322,731,379,708,453,666,520,,,,,,,865,484,820,519,,,1011,415,918,392,814,448,778,495,827,474,1003,387
labeled-data,2025-03-18 12-58-46,img098623.png,,,756,153,,,,,,,699,421,634,411,582,418,626,468,,,829,474,791,503,907,308,838,399,788,349,778,427,782,488,805,463,861,347
labeled-data,2025-03-18 12-58-46,img100216.png,677,365,739,445,648,354,543,305,470,346,436,415,352,481,314,573,,,,,,,,,,,646,493,617,448,,,,,,,,
labeled-data,2025-03-18 12-58-46,img101335.png,879,299,943,288,848,312,828,377,854,446,918,517,981,540,926,503,,,740,436,744,528,,,,,,,,,,,,,796,523,,
labeled-data,2025-03-18 12-58-46,img101631.png,902,274,1049,371,859,286,761,319,716,368,654,427,569,438,526,514,,,,,810,474,,,,,965,403,902,398,789,438,782,498,,,,
labeled-data,2025-03-18 12-58-46,img103484.png,,,,,,,684,347,706,397,753,442,812,492,710,558,556,569,617,396,632,474,,,,,,,,,,,,,667,471,,
labeled-data,2025-03-18 12-58-46,img103877.png,848,303,,,824,301,711,312,677,370,631,422,564,451,562,500,594,564,,,,,804,480,,,860,458,860,391,791,398,750,463,,,,
labeled-data,2025-03-18 12-58-46,img104765.png,830,302,,,811,302,722,325,702,392,676,456,597,455,578,519,,,,,,,816,456,,,,,,,810,418,783,468,,,,
labeled-data,2025-03-18 12-58-46,img104971.png,684,334,678,427,732,280,780,323,740,381,682,439,600,473,564,513,606,566,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img105581.png,845,325,,,819,324,760,297,688,385,664,447,579,457,590,530,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-46,img106678.png,853,316,991,316,827,315,736,318,706,361,674,421,614,452,570,510,599,575,,,,,775,477,,,883,512,843,447,757,414,747,466,,,,
labeled-data,2025-03-18 12-58-46,img108426.png,,,,,,,842,386,808,462,734,520,622,531,499,553,353,541,,,,,,,,,,,,,934,446,,,,,,
labeled-data,2025-03-18 12-58-46,img109929.png,810,346,807,424,760,300,692,293,632,334,588,395,500,441,471,524,545,582,,,,,719,456,,,798,446,,,720,389,680,450,,,,
labeled-data,2025-03-18 12-58-46,img111405.png,914,448,901,593,852,416,788,348,644,367,577,441,513,423,585,421,,,,,,,701,548,,,843,587,787,529,694,455,680,512,,,,
labeled-data,2025-03-18 12-58-46,img111413.png,883,419,,,834,394,761,336,648,366,592,437,517,424,580,422,,,,,,,700,550,,,844,585,790,533,681,454,680,509,,,,
labeled-data,2025-03-18 12-58-46,img112445.png,840,418,839,595,800,381,714,331,636,361,569,427,482,419,530,433,,,,,,,640,566,,,764,583,743,528,649,469,619,523,,,,
labeled-data,2025-03-18 12-58-46,img113589.png,897,346,983,374,832,306,750,300,696,358,656,426,558,448,,,,,,,,,801,498,,,896,494,866,453,783,410,778,477,,,,
labeled-data,2025-03-18 12-58-46,img113826.png,887,303,1009,410,829,292,769,320,739,363,711,423,627,442,546,460,,,,,858,477,801,499,,,,,898,421,775,421,779,479,815,456,,
labeled-data,2025-03-18 12-58-46,img114028.png,526,210,482,71,555,265,615,350,653,413,700,491,799,515,885,509,861,452,523,442,555,549,530,498,407,225,,,,,,,,,,,339,225
labeled-data,2025-03-18 12-58-46,img114209.png,823,291,917,288,783,295,706,297,634,360,608,412,532,430,472,486,,,,,,,763,458,,,853,436,820,399,727,389,721,448,,,,
