rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,ai1,img081.png,395,338,338,490,465,303,544,280,611,309,684,410,762,451,843,495,814,569,556,408,529,476,619,449,457,431,,,,,,,,,582,466,417,477
labeled-data,ai1,img087.png,365,361,316,519,425,323,485,295,572,299,678,397,752,435,837,485,834,557,545,406,527,475,611,449,448,457,,,,,,,,,586,461,394,491
labeled-data,ai1,img096.png,315,408,220,603,369,360,419,321,475,293,596,379,670,409,754,439,835,477,537,390,522,481,,,410,483,,,,,,,,,579,438,374,528
labeled-data,ai1,img098.png,300,413,203,614,351,365,405,318,452,294,576,381,645,416,741,440,819,451,521,396,518,483,,,401,496,,,,,,,,,574,436,359,550
labeled-data,ai1,img099.png,280,437,199,620,342,377,433,305,521,337,568,378,635,410,723,437,810,447,546,385,537,478,,,421,460,,,,,,,,,560,462,354,557
labeled-data,ai1,img101.png,290,423,194,622,341,387,405,336,476,309,561,377,638,401,715,433,807,448,534,396,510,455,,,408,477,,,,,,,,,528,435,351,559
labeled-data,ai1,img102.png,295,425,186,619,361,373,432,323,528,341,560,384,652,411,734,435,809,448,534,401,516,480,,,397,481,,,,,,,,,527,462,355,557
labeled-data,ai1,img104.png,301,420,185,619,347,378,399,337,457,310,566,388,643,409,736,436,809,449,521,412,512,489,,,388,515,,,,,,,,,535,459,353,558
labeled-data,ai1,img105.png,291,424,188,620,360,374,432,318,511,324,564,391,654,412,760,439,,,529,404,515,485,,,414,463,,,,,,,,,534,466,352,561
labeled-data,ai1,img108.png,304,406,204,607,354,374,408,342,462,314,571,390,646,413,722,432,809,450,522,409,517,488,,,401,508,,,,,,,,,536,461,348,564
labeled-data,ai1,img115.png,360,359,202,463,408,333,446,315,492,308,577,397,651,413,733,437,820,452,533,417,512,489,,,402,503,285,579,,,,,,,537,463,351,561
labeled-data,ai1,img124.png,389,322,207,359,445,313,512,309,554,354,576,408,654,412,760,439,823,456,534,407,519,483,,,418,463,330,507,,,,,,,537,466,354,561
labeled-data,ai1,img126.png,367,322,217,365,418,321,482,307,555,356,577,410,676,414,768,442,,,537,410,519,483,,,418,468,335,511,,,,,,,540,466,357,559
labeled-data,ai1,img128.png,383,319,228,363,420,314,453,297,494,297,578,409,659,413,738,433,823,454,544,409,510,494,,,405,477,334,510,,,,,,,538,466,353,561
labeled-data,ai1,img133.png,426,301,237,303,469,297,534,313,562,360,577,410,669,410,773,438,824,456,537,410,519,483,,,430,432,,,,,,,,,537,467,348,517
labeled-data,ai1,img137.png,426,298,250,253,454,287,482,276,517,285,587,421,677,409,751,423,827,457,544,398,514,491,,,429,444,337,512,354,443,,,,,539,468,368,505
labeled-data,ai1,img141.png,422,286,249,245,455,279,485,276,515,285,583,420,662,410,748,422,825,459,536,405,511,490,,,416,448,334,510,349,443,,,,,538,469,359,512
labeled-data,ai1,img144.png,427,283,255,223,462,275,490,275,523,289,588,421,664,409,750,421,824,457,528,403,513,490,,,416,442,336,507,349,441,,,,,535,468,365,511
labeled-data,ai1,img145.png,427,279,256,222,487,280,540,327,567,380,581,423,675,409,740,420,,,543,398,519,484,,,424,405,335,498,336,405,,,,,537,468,369,506
labeled-data,ai1,img152.png,428,272,261,238,471,270,506,269,533,290,589,425,673,410,766,422,832,460,526,387,508,491,,,410,436,340,488,358,425,,,,,536,468,366,509
labeled-data,ai1,img165.png,407,269,269,318,463,272,503,273,535,293,591,422,669,410,749,415,831,459,530,405,513,487,,,406,452,344,493,358,443,,,,,539,469,369,504
labeled-data,ai1,img167.png,403,279,280,376,461,280,535,308,567,380,583,423,675,409,767,419,831,462,543,398,519,484,,,425,417,340,495,351,431,,,,,537,468,367,509
labeled-data,ai1,img174.png,328,383,278,553,370,354,445,303,530,312,586,412,681,407,772,424,833,461,538,404,522,482,,,433,447,,,,,,,,,534,466,350,538
labeled-data,ai1,img183.png,311,407,206,596,361,369,414,334,469,310,577,402,662,415,755,413,828,423,527,411,519,488,,,389,503,,,,,,,,,539,466,349,547
labeled-data,ai1,img186.png,294,425,206,593,342,377,421,318,521,337,575,402,635,410,739,411,814,418,540,422,518,488,,,411,460,,,,,,,,,538,469,352,546
