rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,Camera4_stitched,img080247.png,744,411,747,519,673,347,613,296,529,374,508,433,455,421,430,411,,,,,,,616,508,,,676,516,641,422,577,417,593,500,,,,
labeled-data,Camera4_stitched,img080268.png,751,395,735,511,673,324,609,287,532,366,507,432,461,419,429,416,,,,,,,617,508,,,671,493,640,422,597,417,585,490,,,,
labeled-data,Camera4_stitched,img080271.png,751,401,734,511,674,325,609,288,531,369,506,433,466,426,436,416,,,,,,,621,506,,,679,502,626,415,600,418,578,483,,,,
labeled-data,Camera4_stitched,img082456.png,744,368,,,702,349,612,315,539,410,502,500,402,522,292,540,,,,,,,663,515,,,754,515,701,424,634,444,628,511,,,,
labeled-data,Camera4_stitched,img084950.png,776,409,782,530,722,370,618,302,544,393,525,464,422,498,339,536,223,595,,,,,657,521,,,730,524,672,437,601,424,614,499,,,,
labeled-data,Camera4_stitched,img085231.png,795,387,,,765,381,642,301,577,413,519,449,429,476,269,554,,,,,,,654,518,,,755,505,725,422,642,418,616,503,,,,
labeled-data,Camera4_stitched,img085716.png,759,398,779,534,698,351,618,301,539,402,510,469,423,469,315,527,,,,,,,651,519,,,711,504,671,445,606,421,615,504,,,,
labeled-data,Camera4_stitched,img085722.png,761,401,747,500,677,345,610,288,539,387,498,464,419,472,319,529,256,551,,,,,652,520,,,695,499,674,420,609,420,612,504,,,,
labeled-data,Camera4_stitched,img085994.png,774,385,,,700,345,613,298,544,389,507,463,438,463,346,512,,,,,,,645,517,,,724,509,692,433,610,420,614,504,,,,
labeled-data,Camera4_stitched,img086966.png,728,365,718,492,672,319,606,287,516,382,487,474,439,455,398,455,,,,,,,625,511,,,689,507,664,414,603,418,600,508,,,,
labeled-data,Camera4_stitched,img089282.png,663,389,,,597,351,527,302,445,367,419,425,312,448,281,515,367,574,,,,,525,501,,,602,492,596,419,516,417,510,478,,,,
labeled-data,Camera4_stitched,img092977.png,599,428,614,547,542,379,521,300,,,,,,,,,,,,,,,,,,,538,550,480,473,,,,,,,,
labeled-data,Camera4_stitched,img094060.png,781,413,784,526,701,347,613,315,534,396,485,486,388,493,307,515,361,484,,,,,654,535,,,715,531,684,453,608,446,620,518,,,,
labeled-data,Camera4_stitched,img094333.png,764,396,770,504,703,348,605,305,538,405,474,484,376,495,274,548,,,,,,,662,513,,,702,484,680,421,614,425,621,503,,,,
labeled-data,Camera4_stitched,img097581.png,802,359,,,754,349,678,316,585,416,515,459,446,438,376,441,,,,,,,711,524,,,803,504,755,430,701,414,680,514,,,,
labeled-data,Camera4_stitched,img098228.png,760,395,763,518,699,354,612,311,544,434,502,484,429,491,358,501,,,,,,,670,519,,,705,511,675,444,633,445,619,501,,,,
labeled-data,Camera4_stitched,img098716.png,761,408,766,509,697,353,613,317,537,407,489,488,388,506,345,506,,,,,,,654,515,,,711,502,674,445,610,444,620,504,,,,
labeled-data,Camera4_stitched,img101176.png,,,,,791,356,704,333,594,401,511,458,461,358,483,392,,,,,,,700,538,,,806,504,785,452,689,457,652,530,,,,
labeled-data,Camera4_stitched,img101206.png,799,408,822,546,700,352,612,316,538,418,473,490,421,486,350,443,,,,,,,684,533,,,748,546,676,452,618,450,648,522,,,,
labeled-data,Camera4_stitched,img101646.png,772,393,,,721,363,642,306,528,417,472,502,332,509,244,572,,,,,,,654,526,,,714,499,691,449,625,438,608,520,,,,
labeled-data,Camera4_stitched,img102999.png,746,408,752,545,688,376,584,323,501,408,455,511,296,521,199,598,,,,,,,635,534,,,681,526,643,456,589,453,596,516,,,,
labeled-data,Camera4_stitched,img104389.png,705,391,699,499,640,344,575,291,470,373,418,468,301,485,233,544,210,598,,,,,576,507,,,651,487,616,418,570,421,552,491,,,,
labeled-data,Camera4_stitched,img106996.png,763,393,756,497,674,349,611,315,539,388,503,451,458,430,422,428,,,,,,,647,509,,,702,482,670,422,608,419,618,480,,,,
labeled-data,Camera4_stitched,img107045.png,756,385,756,487,673,349,603,303,539,409,514,454,446,426,398,443,,,,,,,636,503,,,700,482,669,420,608,419,619,485,,,,
labeled-data,Camera4_stitched,img109673.png,649,379,675,484,581,336,527,296,426,337,406,435,304,476,256,556,320,589,,,532,457,541,486,,,622,479,579,415,488,390,511,479,,,,
labeled-data,Camera4_stitched,img109689.png,642,367,632,478,577,331,511,285,423,328,417,437,321,463,252,545,330,589,,,,,537,486,,,599,467,572,414,512,416,507,476,,,,
labeled-data,Camera4_stitched,img113605.png,665,386,671,474,614,340,545,286,475,362,448,415,364,422,324,474,383,496,,,,,554,480,,,609,472,604,418,541,416,540,468,,,,
labeled-data,Camera4_stitched,img113822.png,775,395,806,518,704,354,636,306,548,371,497,406,436,415,360,447,,,,,,,626,481,,,725,503,688,453,605,416,607,464,,,,
labeled-data,Camera4_stitched,img113891.png,662,363,,,602,336,532,300,452,378,413,432,324,451,305,534,,,,,,,560,485,,,612,471,602,405,522,405,526,480,,,,
labeled-data,Camera4_stitched,img116442.png,753,391,770,496,671,350,602,298,507,383,475,451,405,468,387,453,,,,,,,612,498,,,677,482,648,420,575,418,594,491,,,,
labeled-data,Camera4_stitched,img116550.png,741,389,,,688,349,587,300,508,393,461,455,386,475,401,444,,,,,,,617,498,,,701,491,665,431,578,412,591,485,,,,
labeled-data,Camera4_stitched,img118834.png,754,407,770,530,670,348,609,313,531,404,482,466,440,469,382,463,,,,,,,651,502,,,692,496,657,425,583,418,621,497,,,,
labeled-data,Camera4_stitched,img121424.png,733,400,729,492,647,351,583,315,515,385,493,478,430,480,382,482,,,,,,,603,505,,,674,497,642,421,575,418,591,486,,,,
labeled-data,Camera4_stitched,img123096.png,716,382,735,480,645,351,594,296,516,373,478,441,412,447,353,461,,,,,,,601,483,,,670,478,639,418,573,415,573,478,,,,
labeled-data,Camera4_stitched,img123367.png,826,292,953,374,778,298,715,307,609,379,583,416,501,397,416,444,,,,,734,480,653,499,,,900,418,798,395,637,428,634,486,705,465,,
labeled-data,Camera4_stitched,img125911.png,371,411,331,548,469,374,569,329,,,,,665,415,,,,,597,434,593,520,,,,,,,,,,,,,614,498,,
labeled-data,Camera4_stitched,img127309.png,777,404,,,702,348,613,314,533,405,503,519,365,526,237,579,,,,,,,665,542,,,771,523,731,425,614,446,633,538,,,,
labeled-data,Camera4_stitched,img127383.png,776,402,,,702,348,612,315,543,433,511,525,357,525,243,567,,,,,,,684,526,,,719,519,697,426,614,446,660,529,,,,
labeled-data,Camera4_stitched,img127447.png,775,400,773,502,702,350,612,315,534,404,496,525,357,530,231,567,,,,,,,677,534,,,714,514,695,449,632,446,632,541,,,,
labeled-data,Camera4_stitched,img130425.png,736,403,734,510,669,347,583,299,495,393,440,513,349,549,219,573,,,,,,,621,516,,,675,502,645,422,599,424,589,503,,,,
labeled-data,Camera4_stitched,img131930.png,762,399,769,509,688,365,598,295,524,418,448,498,398,501,395,464,,,,,,,663,524,,,712,514,676,441,626,418,624,518,,,,
labeled-data,Camera4_stitched,img132092.png,756,397,769,516,684,351,587,310,512,414,466,512,394,523,392,470,,,,,,,638,518,,,702,505,665,431,589,433,603,505,,,,
labeled-data,Camera4_stitched,img133745.png,733,391,734,507,671,352,580,318,500,401,438,522,344,554,294,549,,,,,,,635,511,,,688,510,658,437,581,446,611,508,,,,
labeled-data,Camera4_stitched,img134618.png,730,384,,,665,359,568,325,504,395,457,517,294,573,310,550,,,,,,,639,521,,,680,503,658,442,567,443,600,523,,,,
labeled-data,Camera4_stitched,img135598.png,,,,,,,488,320,492,515,558,580,708,584,812,599,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Camera4_stitched,img137137.png,755,394,764,523,697,349,600,302,524,406,487,473,400,500,368,477,,,,,,,655,510,,,707,496,673,442,605,423,614,503,,,,
labeled-data,Camera4_stitched,img140293.png,744,393,,,671,349,579,299,482,364,449,486,408,495,367,476,,,,,625,483,581,521,,,745,512,669,420,575,424,556,505,600,486,,
labeled-data,Camera4_stitched,img143831.png,801,413,816,551,740,377,644,315,547,410,490,475,414,476,309,440,,,,,,,666,522,,,740,553,722,480,630,399,640,514,,,,
labeled-data,Camera4_stitched,img143899.png,761,408,740,504,698,371,600,299,515,411,453,472,376,455,316,431,,,,,,,637,528,,,698,527,652,460,578,415,600,521,,,,
labeled-data,Camera4_stitched,img144054.png,743,382,728,486,703,357,590,297,509,409,453,473,400,472,319,457,,,,,,,635,518,,,677,499,656,434,595,433,600,516,,,,
labeled-data,Camera4_stitched,img144195.png,740,401,732,516,676,357,563,300,497,403,440,485,350,482,299,464,,,,,,,633,517,,,689,499,651,421,588,432,602,518,,,,
labeled-data,Camera4_stitched,img144200.png,741,395,733,485,684,348,583,296,505,406,438,483,354,487,290,454,,,,,,,631,520,,,688,498,653,433,592,433,600,515,,,,
labeled-data,Camera4_stitched,img146947.png,758,396,773,519,675,350,604,304,508,391,446,500,364,517,289,509,,,,,,,634,521,,,699,510,662,458,600,425,599,507,,,,
labeled-data,Camera4_stitched,img150278.png,755,409,762,512,700,349,612,314,523,388,520,505,418,508,302,514,,,,,,,691,521,,,722,506,684,418,633,435,638,515,,,,
labeled-data,Camera4_stitched,img152641.png,822,387,,,757,348,677,298,594,398,542,441,461,434,357,464,,,,,,,717,511,,,766,494,737,432,678,398,682,498,,,,
labeled-data,Camera4_stitched,img152758.png,787,378,797,499,715,341,628,290,569,406,518,445,439,441,353,463,,,,,,,677,500,,,731,487,698,420,636,409,648,488,,,,
labeled-data,Camera4_stitched,img154473.png,761,384,762,504,696,345,617,296,547,390,522,456,428,436,362,452,,,,,,,661,493,,,705,485,672,418,609,417,632,478,,,,
labeled-data,Camera4_stitched,img154941.png,706,381,732,500,665,353,584,295,500,379,461,454,374,464,332,541,457,546,,,,,612,494,,,668,489,637,419,572,418,584,490,,,,
labeled-data,Camera4_stitched,img156827.png,759,406,774,539,728,397,670,353,595,308,516,428,499,413,474,412,,,,,,,642,510,,,709,535,687,473,616,406,619,492,,,,
labeled-data,Camera4_stitched,img156838.png,768,406,773,513,730,376,643,301,549,373,502,433,490,417,472,418,,,,,,,638,510,,,714,513,676,443,595,403,614,489,,,,
labeled-data,Camera4_stitched,img157178.png,761,392,768,523,687,354,607,302,539,401,500,466,464,462,461,435,,,,,,,645,509,,,688,499,667,443,602,414,615,492,,,,
labeled-data,Camera4_stitched,img159039.png,713,387,734,509,649,364,580,316,502,388,485,467,455,462,451,447,,,,,,,628,504,,,672,499,640,431,576,420,603,491,,,,
labeled-data,Camera4_stitched,img159340.png,727,403,,,684,368,589,310,510,370,491,465,445,450,,,,,,,,,,,,,649,516,632,435,,,,,,,,
