rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
labeled-data,ai6,img150.png,771,235,926,398,670,262,592,351,565,462,540,568,407,556,296,541,,,750,514,761,592,648,626,,,871,410,754,409,631,506,613,604,696,585,904,452
labeled-data,ai6,img159.png,855,440,994,617,781,379,653,351,567,423,521,551,393,554,284,536,,,,,,,648,623,,,801,632,742,572,615,511,611,610,,,879,615
labeled-data,ai6,img160.png,866,437,1003,617,782,379,665,350,567,427,522,547,392,549,285,535,,,,,,,656,627,,,801,631,751,572,623,503,610,608,,,894,620
labeled-data,ai6,img163.png,886,457,985,634,793,380,661,356,563,436,525,546,392,551,283,535,,,,,,,656,626,,,801,631,751,571,621,503,614,604,,,861,613
labeled-data,ai6,img166.png,856,440,988,621,800,389,710,352,587,401,519,547,392,551,285,538,,,,,,,652,625,,,800,630,749,572,625,502,613,598,,,871,615
labeled-data,ai6,img169.png,868,445,960,633,785,378,666,358,573,419,520,547,389,553,282,537,,,,,,,652,622,,,800,631,744,572,618,508,607,605,,,856,612
labeled-data,ai6,img176.png,718,432,629,615,744,365,650,348,564,417,526,551,403,556,288,535,,,,,765,588,594,597,836,524,,,618,509,574,503,567,584,,,881,615
labeled-data,ai6,img178.png,631,422,522,606,658,388,675,359,691,331,,,525,547,391,547,286,532,786,446,745,585,,,739,554,,,,,,,,,,,675,600
labeled-data,ai6,img182.png,514,428,367,623,570,368,646,344,728,397,,,374,536,289,529,,,760,486,755,588,,,585,590,,,,,,,,,697,575,493,638
labeled-data,ai6,img186.png,438,420,274,606,500,380,573,347,650,366,,,748,495,808,454,881,427,706,487,744,590,481,602,542,583,,,368,624,,,,,720,566,498,635
labeled-data,ai6,img188.png,407,432,247,615,489,380,565,353,653,379,,,747,516,831,479,917,442,699,480,739,593,479,603,534,571,,,364,623,,,,,724,566,494,633
labeled-data,ai6,img191.png,387,432,231,614,459,385,545,352,627,371,,,740,506,822,487,907,472,689,495,744,592,467,603,515,550,361,623,,,,,,,727,559,484,632
